日期,城市,质量等级,AQI,PM2.5,PM10,NO2,SO2,CO,O3,年份,月份,季节,星期几,是否周末,AQI_lag1,PM2.5_roll7_mean
2015-10-25,兰州市,优,50,29,51.0,27.0,8,0.95,33,2015,10,秋季,7,1,54.0,39.42857142857143
2015-10-26,兰州市,优,45,20,47.0,23.0,9,0.73,46,2015,10,秋季,1,0,50.0,33.57142857142857
2015-10-27,兰州市,良,74,49,88.0,46.0,16,1.07,32,2015,10,秋季,2,0,45.0,32.285714285714285
2015-10-28,兰州市,良,93,68,115.0,50.0,23,1.35,22,2015,10,秋季,3,0,74.0,38.57142857142857
2015-10-29,兰州市,良,58,25,64.0,42.0,25,0.82,38,2015,10,秋季,4,0,93.0,38.71428571428572
2015-10-30,兰州市,良,61,31,70.0,30.0,23,0.79,41,2015,10,秋季,5,0,58.0,36.71428571428572
2015-10-31,兰州市,良,56,40,57.0,45.0,18,1.18,42,2015,10,秋季,6,1,61.0,37.42857142857143
2015-11-01,兰州市,良,97,71,131.0,88.0,34,2.14,32,2015,11,秋季,7,1,56.0,43.42857142857143
2015-11-02,兰州市,良,79,51,102.0,50.0,22,1.61,27,2015,11,秋季,1,0,97.0,47.85714285714285
2015-11-03,兰州市,良,63,37,74.0,30.0,16,1.39,44,2015,11,秋季,2,0,79.0,46.142857142857146
2015-11-04,兰州市,良,74,24,95.0,28.0,22,0.95,39,2015,11,秋季,3,0,63.0,39.85714285714285
2015-11-05,兰州市,良,74,35,96.0,37.0,20,1.18,21,2015,11,秋季,4,0,74.0,41.285714285714285
2015-11-06,兰州市,优,49,32,48.0,22.0,23,0.9,33,2015,11,秋季,5,0,74.0,41.42857142857143
2015-11-07,兰州市,良,69,38,87.0,28.0,11,1.09,36,2015,11,秋季,6,1,49.0,41.142857142857146
2015-11-08,兰州市,良,95,64,132.0,52.0,19,1.89,23,2015,11,秋季,7,1,69.0,40.142857142857146
2015-11-09,兰州市,轻度污染,112,83,143.0,77.0,22,2.22,32,2015,11,秋季,1,0,95.0,44.71428571428572
2015-11-10,兰州市,良,93,68,116.0,63.0,23,1.86,26,2015,11,秋季,2,0,112.0,49.142857142857146
2015-11-11,兰州市,良,79,56,92.0,59.0,21,1.59,19,2015,11,秋季,3,0,93.0,53.71428571428572
2015-11-12,兰州市,良,68,47,78.0,58.0,17,1.8,25,2015,11,秋季,4,0,79.0,55.42857142857143
2015-11-13,兰州市,良,92,61,128.0,78.0,29,2.3,24,2015,11,秋季,5,0,68.0,59.57142857142857
2015-11-14,兰州市,良,73,39,95.0,39.0,24,1.57,23,2015,11,秋季,6,1,92.0,59.71428571428572
2015-11-15,兰州市,良,99,44,146.0,48.0,29,1.34,43,2015,11,秋季,7,1,73.0,56.85714285714285
2015-11-16,兰州市,良,98,41,144.0,48.0,25,1.44,29,2015,11,秋季,1,0,99.0,50.85714285714285
2015-11-17,兰州市,良,77,40,101.0,40.0,23,1.1,31,2015,11,秋季,2,0,98.0,46.85714285714285
2015-11-18,兰州市,良,93,69,110.0,45.0,19,1.38,25,2015,11,秋季,3,0,77.0,48.71428571428572
2015-11-19,兰州市,良,87,63,114.0,44.0,35,1.42,18,2015,11,秋季,4,0,93.0,51.0
2015-11-20,兰州市,轻度污染,107,76,145.0,77.0,31,2.23,20,2015,11,秋季,5,0,87.0,53.142857142857146
2015-11-21,兰州市,轻度污染,112,84,142.0,80.0,33,2.23,27,2015,11,秋季,6,1,107.0,59.57142857142857
2015-11-22,兰州市,良,90,65,113.0,51.0,25,1.58,32,2015,11,秋季,7,1,112.0,62.57142857142857
2015-11-23,兰州市,良,65,28,79.0,32.0,29,0.85,31,2015,11,秋季,1,0,90.0,60.71428571428572
2015-11-24,兰州市,优,45,23,45.0,29.0,20,0.77,35,2015,11,秋季,2,0,65.0,58.285714285714285
2015-11-25,兰州市,良,68,40,84.0,53.0,25,1.59,17,2015,11,秋季,3,0,45.0,54.142857142857146
2015-11-26,兰州市,轻度污染,120,85,169.0,87.0,30,2.3,24,2015,11,秋季,4,0,68.0,57.285714285714285
2015-11-27,兰州市,轻度污染,141,91,192.0,90.0,30,2.42,23,2015,11,秋季,5,0,120.0,59.42857142857143
2015-11-28,兰州市,轻度污染,121,89,175.0,90.0,35,2.39,22,2015,11,秋季,6,1,141.0,60.142857142857146
2015-11-29,兰州市,轻度污染,141,91,200.0,90.5,36,2.72,24,2015,11,秋季,7,1,121.0,63.85714285714285
2015-11-30,兰州市,轻度污染,141,91,214.5,90.5,38,3.01,31,2015,11,秋季,1,0,141.0,72.85714285714286
2015-12-01,兰州市,轻度污染,109,64,158.0,62.0,24,1.82,32,2015,12,冬季,2,0,141.0,78.71428571428571
2015-12-02,兰州市,良,88,32,123.0,46.0,21,1.19,34,2015,12,冬季,3,0,109.0,77.57142857142857
2015-12-03,兰州市,良,76,35,100.0,61.0,29,1.43,21,2015,12,冬季,4,0,88.0,70.42857142857143
2015-12-04,兰州市,良,97,56,141.0,70.0,37,2.12,17,2015,12,冬季,5,0,76.0,65.42857142857143
2015-12-05,兰州市,轻度污染,127,91,190.0,69.0,38,3.01,13,2015,12,冬季,6,1,97.0,65.71428571428571
2015-12-06,兰州市,轻度污染,139,91,186.0,79.0,38,2.75,29,2015,12,冬季,7,1,127.0,65.71428571428571
2015-12-07,兰州市,轻度污染,133,91,195.0,90.0,38,2.98,16,2015,12,冬季,1,0,139.0,65.71428571428571
2015-12-08,兰州市,轻度污染,116,87,164.0,80.0,38,2.69,17,2015,12,冬季,2,0,133.0,69.0
2015-12-09,兰州市,轻度污染,111,83,145.0,81.0,36,2.43,20,2015,12,冬季,3,0,116.0,76.28571428571429
2015-12-10,兰州市,轻度污染,104,77,136.0,85.0,33,2.22,28,2015,12,冬季,4,0,111.0,82.28571428571429
2015-12-11,兰州市,轻度污染,126,91,160.0,90.5,32,2.77,25,2015,12,冬季,5,0,104.0,87.28571428571429
2015-12-12,兰州市,良,58,40,58.0,28.0,13,1.08,34,2015,12,冬季,6,1,126.0,80.0
2015-12-13,兰州市,优,36,24,34.0,28.0,16,0.85,48,2015,12,冬季,7,1,58.0,70.42857142857143
2015-12-14,兰州市,良,62,43,71.0,51.0,21,1.3,32,2015,12,冬季,1,0,36.0,63.57142857142857
2015-12-15,兰州市,良,63,40,73.0,37.0,27,1.34,29,2015,12,冬季,2,0,62.0,56.85714285714285
2015-12-16,兰州市,良,69,42,81.0,45.0,24,1.48,25,2015,12,冬季,3,0,63.0,51.0
2015-12-17,兰州市,良,98,72,121.0,48.0,29,1.77,21,2015,12,冬季,4,0,69.0,50.285714285714285
2015-12-18,兰州市,轻度污染,101,72,122.0,75.0,31,1.95,25,2015,12,冬季,5,0,98.0,47.57142857142857
2015-12-19,兰州市,轻度污染,103,77,126.0,75.0,31,2.12,24,2015,12,冬季,6,1,101.0,52.85714285714285
2015-12-20,兰州市,轻度污染,128,91,149.0,87.0,30,2.22,23,2015,12,冬季,7,1,103.0,62.42857142857143
2015-12-21,兰州市,轻度污染,133,91,157.0,90.5,30,2.44,26,2015,12,冬季,1,0,128.0,69.28571428571429
2015-12-22,兰州市,轻度污染,118,89,132.0,81.0,27,1.97,27,2015,12,冬季,2,0,133.0,76.28571428571429
2015-12-23,兰州市,轻度污染,115,85,130.0,74.0,36,2.05,21,2015,12,冬季,3,0,118.0,82.42857142857143
2015-12-24,兰州市,良,95,70,113.0,66.0,33,2.04,24,2015,12,冬季,4,0,115.0,82.14285714285714
2015-12-25,兰州市,轻度污染,121,90,149.0,77.0,38,2.69,24,2015,12,冬季,5,0,95.0,84.71428571428571
2015-12-26,兰州市,轻度污染,139,91,171.0,90.5,38,3.26,15,2015,12,冬季,6,1,121.0,86.71428571428571
2015-12-27,兰州市,良,73,48,90.0,25.0,38,2.78,19,2015,12,冬季,7,1,139.0,80.57142857142857
2015-12-28,兰州市,良,89,60,117.0,40.0,38,2.86,20,2015,12,冬季,1,0,73.0,76.14285714285714
2015-12-29,兰州市,轻度污染,111,82,134.0,51.0,38,3.07,26,2015,12,冬季,2,0,89.0,75.14285714285714
2015-12-30,兰州市,轻度污染,141,91,173.0,59.0,38,3.11,26,2015,12,冬季,3,0,111.0,76.0
2015-12-31,兰州市,轻度污染,141,91,174.0,68.0,38,3.29,23,2015,12,冬季,4,0,141.0,79.0
2016-01-01,兰州市,轻度污染,141,91,178.0,90.5,38,3.64,29,2016,1,冬季,5,0,141.0,79.14285714285714
2016-01-02,兰州市,良,100,74,118.0,83.0,38,3.34,29,2016,1,冬季,6,1,141.0,76.71428571428571
2016-01-03,兰州市,良,96,69,125.0,75.0,38,2.99,24,2016,1,冬季,7,1,100.0,79.71428571428571
2016-01-04,兰州市,良,100,73,134.0,69.0,38,2.51,29,2016,1,冬季,1,0,96.0,81.57142857142857
2016-01-05,兰州市,良,68,38,83.0,59.0,32,1.58,30,2016,1,冬季,2,0,100.0,75.28571428571429
2016-01-06,兰州市,良,80,55,103.0,57.0,33,1.86,26,2016,1,冬季,3,0,68.0,70.14285714285714
2016-01-07,兰州市,良,79,54,98.0,62.0,38,1.96,31,2016,1,冬季,4,0,80.0,64.85714285714286
2016-01-08,兰州市,轻度污染,109,81,132.0,76.0,38,2.44,30,2016,1,冬季,5,0,79.0,63.42857142857143
2016-01-09,兰州市,轻度污染,128,91,146.0,76.0,34,2.55,28,2016,1,冬季,6,1,109.0,65.85714285714286
2016-01-10,兰州市,轻度污染,105,76,118.0,56.0,35,1.87,32,2016,1,冬季,7,1,128.0,66.85714285714286
2016-01-11,兰州市,良,70,45,82.0,35.0,21,1.24,41,2016,1,冬季,1,0,105.0,62.85714285714285
2016-01-12,兰州市,良,66,39,79.0,35.0,24,1.13,36,2016,1,冬季,2,0,70.0,63.0
2016-01-13,兰州市,良,85,59,105.0,55.0,31,1.53,34,2016,1,冬季,3,0,66.0,63.57142857142857
2016-01-14,兰州市,良,89,60,110.0,72.0,31,1.77,29,2016,1,冬季,4,0,85.0,64.42857142857143
2016-01-15,兰州市,轻度污染,138,91,166.0,90.5,38,2.67,31,2016,1,冬季,5,0,89.0,65.85714285714286
2016-01-16,兰州市,轻度污染,122,88,151.0,79.0,38,2.23,35,2016,1,冬季,6,1,138.0,65.42857142857143
2016-01-17,兰州市,轻度污染,125,50,197.0,60.0,23,1.46,34,2016,1,冬季,7,1,122.0,61.71428571428572
2016-01-18,兰州市,良,76,41,99.0,56.0,29,1.42,37,2016,1,冬季,1,0,125.0,61.142857142857146
2016-01-19,兰州市,良,94,54,135.0,52.0,34,1.65,33,2016,1,冬季,2,0,76.0,63.285714285714285
2016-01-20,兰州市,良,63,29,73.0,50.0,25,1.29,32,2016,1,冬季,3,0,94.0,59.0
2016-01-21,兰州市,良,80,40,107.0,43.0,31,1.51,35,2016,1,冬季,4,0,63.0,56.142857142857146
2016-01-22,兰州市,优,39,12,38.0,15.0,14,0.68,57,2016,1,冬季,5,0,80.0,44.85714285714285
2016-01-23,兰州市,良,56,20,61.0,31.0,16,0.9,47,2016,1,冬季,6,1,39.0,35.142857142857146
2016-01-24,兰州市,优,49,23,53.0,42.0,24,1.11,43,2016,1,冬季,7,1,56.0,31.285714285714285
2016-01-25,兰州市,良,85,60,102.0,62.0,34,1.92,32,2016,1,冬季,1,0,49.0,34.0
2016-01-26,兰州市,良,91,66,113.0,58.0,38,2.12,31,2016,1,冬季,2,0,85.0,35.714285714285715
2016-01-27,兰州市,轻度污染,109,82,127.0,46.0,38,2.3,33,2016,1,冬季,3,0,91.0,43.285714285714285
2016-01-28,兰州市,轻度污染,101,75,116.0,55.0,37,2.1,36,2016,1,冬季,4,0,109.0,48.285714285714285
2016-01-29,兰州市,轻度污染,127,91,139.0,62.0,38,2.39,42,2016,1,冬季,5,0,101.0,59.57142857142857
2016-01-30,兰州市,轻度污染,116,86,129.0,38.0,38,1.68,38,2016,1,冬季,6,1,127.0,69.0
2016-01-31,兰州市,良,65,35,78.0,25.0,28,1.01,51,2016,1,冬季,7,1,116.0,70.71428571428571
2016-02-01,兰州市,良,73,48,86.0,37.0,34,1.37,45,2016,2,冬季,1,0,65.0,69.0
2016-02-02,兰州市,轻度污染,101,75,124.0,56.0,34,1.97,34,2016,2,冬季,2,0,73.0,70.28571428571429
2016-02-03,兰州市,良,100,74,116.0,49.0,34,1.7,39,2016,2,冬季,3,0,101.0,69.14285714285714
2016-02-04,兰州市,良,88,59,114.0,42.0,25,1.33,52,2016,2,冬季,4,0,100.0,66.85714285714286
2016-02-05,兰州市,良,75,38,98.0,33.0,18,1.05,43,2016,2,冬季,5,0,88.0,59.285714285714285
2016-02-06,兰州市,良,70,45,87.0,52.0,23,1.44,36,2016,2,冬季,6,1,75.0,53.42857142857143
2016-02-07,兰州市,轻度污染,105,75,128.0,70.0,38,2.11,43,2016,2,冬季,7,1,70.0,59.142857142857146
2016-02-08,兰州市,轻度污染,137,91,153.0,67.0,38,2.25,45,2016,2,冬季,1,0,105.0,65.28571428571429
2016-02-09,兰州市,轻度污染,104,77,122.0,67.0,37,2.3,43,2016,2,冬季,2,0,137.0,65.57142857142857
2016-02-10,兰州市,轻度污染,113,84,127.0,72.0,37,2.48,48,2016,2,冬季,3,0,104.0,67.0
2016-02-11,兰州市,轻度污染,113,78,137.0,50.0,29,2.0,52,2016,2,冬季,4,0,113.0,69.71428571428571
2016-02-12,兰州市,良,85,28,117.0,12.0,11,0.58,65,2016,2,冬季,5,0,113.0,68.28571428571429
2016-02-13,兰州市,良,52,15,54.0,16.0,14,0.62,61,2016,2,冬季,6,1,85.0,64.0
2016-02-14,兰州市,良,57,31,61.0,31.0,20,0.96,46,2016,2,冬季,7,1,52.0,57.71428571428572
2016-02-15,兰州市,良,64,41,70.0,38.0,20,1.08,52,2016,2,冬季,1,0,57.0,50.57142857142857
2016-02-16,兰州市,良,79,56,89.0,49.0,23,1.3,50,2016,2,冬季,2,0,64.0,47.57142857142857
2016-02-17,兰州市,良,93,68,109.0,59.0,27,1.61,46,2016,2,冬季,3,0,79.0,45.285714285714285
2016-02-18,兰州市,轻度污染,141,73,214.5,44.0,26,1.17,44,2016,2,冬季,4,0,93.0,44.57142857142857
2016-02-19,兰州市,轻度污染,141,81,214.5,23.0,11,0.64,67,2016,2,冬季,5,0,141.0,52.142857142857146
2016-02-20,兰州市,轻度污染,141,88,214.5,42.0,16,1.01,52,2016,2,冬季,6,1,141.0,62.57142857142857
2016-02-21,兰州市,轻度污染,141,62,214.5,48.0,25,1.21,38,2016,2,冬季,7,1,141.0,67.0
2016-02-22,兰州市,轻度污染,128,59,205.0,38.0,22,1.1,47,2016,2,冬季,1,0,141.0,69.57142857142857
2016-02-23,兰州市,轻度污染,117,57,182.0,38.0,16,0.91,59,2016,2,冬季,2,0,128.0,69.71428571428571
2016-02-24,兰州市,良,83,45,113.0,39.0,15,1.02,62,2016,2,冬季,3,0,117.0,66.42857142857143
2016-02-25,兰州市,良,71,40,89.0,42.0,16,1.04,55,2016,2,冬季,4,0,83.0,61.71428571428572
2016-02-26,兰州市,良,74,46,90.0,60.0,20,1.49,49,2016,2,冬季,5,0,71.0,56.71428571428572
2016-02-27,兰州市,良,79,47,103.0,48.0,20,1.32,51,2016,2,冬季,6,1,74.0,50.85714285714285
2016-02-28,兰州市,轻度污染,141,77,214.5,41.0,14,0.99,40,2016,2,冬季,7,1,79.0,53.0
2016-02-29,兰州市,良,72,35,92.0,61.0,23,1.53,51,2016,2,冬季,1,0,141.0,49.57142857142857
2016-03-01,兰州市,良,67,32,82.0,38.0,19,1.21,59,2016,3,春季,2,0,72.0,46.0
2016-03-02,兰州市,良,61,26,71.0,46.0,15,1.42,51,2016,3,春季,3,0,67.0,43.285714285714285
2016-03-03,兰州市,良,66,33,72.0,58.0,27,1.63,64,2016,3,春季,4,0,61.0,42.285714285714285
2016-03-04,兰州市,轻度污染,141,54,214.5,32.0,11,0.93,57,2016,3,春季,5,0,66.0,43.42857142857143
2016-03-05,兰州市,轻度污染,129,41,206.0,38.0,13,0.97,55,2016,3,春季,6,1,141.0,42.57142857142857
2016-03-06,兰州市,轻度污染,141,61,214.5,49.0,21,1.3,54,2016,3,春季,7,1,129.0,40.285714285714285
2016-03-07,兰州市,轻度污染,141,66,214.5,46.0,19,1.21,64,2016,3,春季,1,0,141.0,44.71428571428572
2016-03-08,兰州市,轻度污染,140,53,214.5,41.0,20,1.2,63,2016,3,春季,2,0,141.0,47.71428571428572
2016-03-09,兰州市,轻度污染,141,58,214.5,16.0,17,0.82,64,2016,3,春季,3,0,140.0,52.285714285714285
2016-03-10,兰州市,良,71,42,90.0,30.0,12,1.07,59,2016,3,春季,4,0,141.0,53.57142857142857
2016-03-11,兰州市,良,88,53,124.0,43.0,16,1.3,62,2016,3,春季,5,0,71.0,53.42857142857143
2016-03-12,兰州市,轻度污染,141,82,214.5,32.0,12,1.03,55,2016,3,春季,6,1,88.0,59.285714285714285
2016-03-13,兰州市,良,81,41,109.0,39.0,11,1.05,61,2016,3,春季,7,1,141.0,56.42857142857143
2016-03-14,兰州市,良,86,49,121.0,46.0,15,1.17,60,2016,3,春季,1,0,81.0,54.0
2016-03-15,兰州市,良,83,42,114.0,50.0,14,1.0,67,2016,3,春季,2,0,86.0,52.42857142857143
2016-03-16,兰州市,良,72,42,92.0,37.0,13,1.02,66,2016,3,春季,3,0,83.0,50.142857142857146
2016-03-17,兰州市,轻度污染,103,47,154.0,46.0,10,0.96,60,2016,3,春季,4,0,72.0,50.85714285714285
2016-03-18,兰州市,轻度污染,131,68,210.0,71.0,19,1.49,62,2016,3,春季,5,0,103.0,53.0
2016-03-19,兰州市,轻度污染,103,54,154.0,41.0,10,1.05,75,2016,3,春季,6,1,131.0,49.0
2016-03-20,兰州市,轻度污染,112,67,171.0,46.0,12,1.32,66,2016,3,春季,7,1,103.0,52.71428571428572
2016-03-21,兰州市,优,48,30,48.0,33.0,9,1.41,64,2016,3,春季,1,0,112.0,50.0
2016-03-22,兰州市,良,89,57,125.0,39.0,10,1.17,64,2016,3,春季,2,0,48.0,52.142857142857146
2016-03-23,兰州市,良,67,41,82.0,28.0,7,0.91,72,2016,3,春季,3,0,89.0,52.0
2016-03-24,兰州市,良,53,26,54.0,36.0,6,0.86,67,2016,3,春季,4,0,67.0,49.0
2016-03-25,兰州市,良,60,33,69.0,44.0,9,0.93,56,2016,3,春季,5,0,53.0,44.0
2016-03-26,兰州市,良,68,25,84.0,49.0,8,0.91,64,2016,3,春季,6,1,60.0,39.85714285714285
2016-03-27,兰州市,良,74,32,96.0,58.0,10,1.05,60,2016,3,春季,7,1,68.0,34.857142857142854
2016-03-28,兰州市,良,90,36,129.0,50.0,10,0.99,65,2016,3,春季,1,0,74.0,35.714285714285715
2016-03-29,兰州市,良,85,35,118.0,51.0,10,0.98,61,2016,3,春季,2,0,90.0,32.57142857142857
2016-03-30,兰州市,良,84,39,116.0,62.0,11,1.12,64,2016,3,春季,3,0,85.0,32.285714285714285
2016-03-31,兰州市,良,98,44,140.0,74.0,14,1.32,71,2016,3,春季,4,0,84.0,34.857142857142854
2016-04-01,兰州市,轻度污染,141,59,214.5,32.0,8,0.75,78,2016,4,春季,5,0,98.0,38.57142857142857
2016-04-02,兰州市,良,83,27,114.0,25.0,15,0.76,71,2016,4,春季,6,1,141.0,38.85714285714285
2016-04-03,兰州市,轻度污染,103,34,153.0,36.0,15,1.0,76,2016,4,春季,7,1,83.0,39.142857142857146
2016-04-04,兰州市,良,88,38,125.0,40.0,13,1.07,75,2016,4,春季,1,0,103.0,39.42857142857143
2016-04-05,兰州市,良,67,36,82.0,38.0,10,0.98,79,2016,4,春季,2,0,88.0,39.57142857142857
2016-04-06,兰州市,良,65,33,79.0,35.0,5,0.92,65,2016,4,春季,3,0,67.0,38.71428571428572
2016-04-07,兰州市,良,77,32,102.0,37.0,8,0.95,80,2016,4,春季,4,0,65.0,37.0
2016-04-08,兰州市,良,72,24,92.0,37.0,7,1.01,67,2016,4,春季,5,0,77.0,32.0
2016-04-09,兰州市,良,57,25,61.0,42.0,7,1.02,69,2016,4,春季,6,1,72.0,31.714285714285715
2016-04-10,兰州市,良,86,40,117.0,62.0,14,0.96,73,2016,4,春季,7,1,57.0,32.57142857142857
2016-04-11,兰州市,良,88,41,125.0,48.0,13,0.91,77,2016,4,春季,1,0,86.0,33.0
2016-04-12,兰州市,良,88,34,124.0,32.0,9,0.67,74,2016,4,春季,2,0,88.0,32.714285714285715
2016-04-13,兰州市,良,85,37,118.0,40.0,7,0.83,65,2016,4,春季,3,0,88.0,33.285714285714285
2016-04-14,兰州市,良,72,30,89.0,45.0,9,0.79,77,2016,4,春季,4,0,85.0,33.0
2016-04-15,兰州市,良,68,25,86.0,20.0,4,0.58,85,2016,4,春季,5,0,72.0,33.142857142857146
2016-04-16,兰州市,优,48,22,48.0,21.0,3,0.58,84,2016,4,春季,6,1,68.0,32.714285714285715
2016-04-17,兰州市,良,55,19,51.0,30.0,3,0.6,94,2016,4,春季,7,1,48.0,29.714285714285715
2016-04-18,兰州市,良,90,40,118.0,66.0,12,1.12,83,2016,4,春季,1,0,55.0,29.571428571428573
2016-04-19,兰州市,良,77,31,102.0,39.0,7,0.76,73,2016,4,春季,2,0,90.0,29.142857142857142
2016-04-20,兰州市,良,88,34,125.0,46.0,10,0.84,72,2016,4,春季,3,0,77.0,28.714285714285715
2016-04-21,兰州市,良,78,31,102.0,48.0,12,0.89,83,2016,4,春季,4,0,88.0,28.857142857142858
2016-04-22,兰州市,良,83,33,114.0,50.0,9,0.85,67,2016,4,春季,5,0,78.0,30.0
2016-04-23,兰州市,良,51,26,47.0,35.0,4,0.76,81,2016,4,春季,6,1,83.0,30.571428571428573
2016-04-24,兰州市,良,90,38,89.0,52.0,7,0.97,96,2016,4,春季,7,1,51.0,33.285714285714285
2016-04-25,兰州市,良,79,34,106.0,33.0,5,0.87,84,2016,4,春季,1,0,90.0,32.42857142857143
2016-04-26,兰州市,良,64,30,71.0,30.0,4,0.63,95,2016,4,春季,2,0,79.0,32.285714285714285
2016-04-27,兰州市,良,85,41,87.0,54.0,9,0.9,98,2016,4,春季,3,0,64.0,33.285714285714285
2016-04-28,兰州市,良,100,49,132.0,63.0,15,0.94,94,2016,4,春季,4,0,85.0,35.857142857142854
2016-04-29,兰州市,轻度污染,101,49,137.0,56.0,15,0.97,88,2016,4,春季,5,0,100.0,38.142857142857146
2016-04-30,兰州市,良,84,44,115.0,43.0,9,0.8,91,2016,4,春季,6,1,101.0,40.71428571428572
2016-05-01,兰州市,轻度污染,141,74,214.5,33.0,11,0.67,82,2016,5,春季,7,1,84.0,45.85714285714285
2016-05-02,兰州市,良,77,24,50.0,24.0,4,0.57,130,2016,5,春季,1,0,141.0,44.42857142857143
2016-05-03,兰州市,良,99,50,131.0,61.0,11,0.96,97,2016,5,春季,2,0,77.0,47.285714285714285
2016-05-04,兰州市,轻度污染,123,66,190.0,49.0,16,0.95,103,2016,5,春季,3,0,99.0,50.85714285714285
2016-05-05,兰州市,良,100,52,147.0,23.0,9,0.6,95,2016,5,春季,4,0,123.0,51.285714285714285
2016-05-06,兰州市,良,98,47,144.0,17.0,13,0.66,75,2016,5,春季,5,0,100.0,51.0
2016-05-07,兰州市,良,84,49,109.0,37.0,8,0.77,70,2016,5,春季,6,1,98.0,51.71428571428572
2016-05-08,兰州市,轻度污染,112,64,172.0,47.0,16,0.87,69,2016,5,春季,7,1,84.0,50.285714285714285
2016-05-09,兰州市,良,74,35,90.0,26.0,8,0.66,94,2016,5,春季,1,0,112.0,51.85714285714285
2016-05-10,兰州市,良,95,48,117.0,59.0,12,0.98,92,2016,5,春季,2,0,74.0,51.57142857142857
2016-05-11,兰州市,轻度污染,141,91,214.5,53.0,18,1.03,87,2016,5,春季,3,0,95.0,55.142857142857146
2016-05-12,兰州市,良,96,32,105.0,18.0,6,0.5,133,2016,5,春季,4,0,141.0,52.285714285714285
2016-05-13,兰州市,良,92,33,132.0,36.0,10,0.72,95,2016,5,春季,5,0,96.0,50.285714285714285
2016-05-14,兰州市,良,63,32,71.0,27.0,4,0.63,88,2016,5,春季,6,1,92.0,47.85714285714285
2016-05-15,兰州市,轻度污染,109,60,161.0,53.0,11,0.69,77,2016,5,春季,7,1,63.0,47.285714285714285
2016-05-16,兰州市,良,72,39,81.0,59.0,11,0.89,77,2016,5,春季,1,0,109.0,47.85714285714285
2016-05-17,兰州市,良,65,44,78.0,27.0,6,0.74,87,2016,5,春季,2,0,72.0,47.285714285714285
2016-05-18,兰州市,良,70,41,73.0,47.0,9,0.85,84,2016,5,春季,3,0,65.0,40.142857142857146
2016-05-19,兰州市,良,66,28,62.0,31.0,9,0.73,105,2016,5,春季,4,0,70.0,39.57142857142857
2016-05-20,兰州市,轻度污染,125,75,184.0,14.0,11,0.56,82,2016,5,春季,5,0,66.0,45.57142857142857
2016-05-21,兰州市,优,39,24,37.0,20.0,5,0.66,62,2016,5,春季,6,1,125.0,44.42857142857143
2016-05-22,兰州市,优,32,19,26.0,18.0,7,0.59,62,2016,5,春季,7,1,39.0,38.57142857142857
2016-05-23,兰州市,优,40,21,33.0,29.0,5,0.73,89,2016,5,春季,1,0,32.0,36.0
2016-05-24,兰州市,良,73,39,92.0,30.0,14,0.79,82,2016,5,春季,2,0,40.0,35.285714285714285
2016-05-25,兰州市,优,45,21,43.0,18.0,4,0.51,78,2016,5,春季,3,0,73.0,32.42857142857143
2016-05-26,兰州市,优,49,24,44.0,28.0,4,0.6,82,2016,5,春季,4,0,45.0,31.857142857142858
2016-05-27,兰州市,良,64,31,72.0,35.0,7,0.73,101,2016,5,春季,5,0,49.0,25.571428571428573
2016-05-28,兰州市,良,86,52,118.0,60.0,15,1.12,68,2016,5,春季,6,1,64.0,29.571428571428573
2016-05-29,兰州市,良,82,43,96.0,50.0,12,0.96,94,2016,5,春季,7,1,86.0,33.0
2016-05-30,兰州市,良,69,32,76.0,35.0,7,0.82,92,2016,5,春季,1,0,82.0,34.57142857142857
2016-05-31,兰州市,良,68,39,82.0,33.0,8,0.81,82,2016,5,春季,2,0,69.0,34.57142857142857
2016-06-01,兰州市,良,74,49,93.0,48.0,9,0.89,62,2016,6,夏季,3,0,68.0,38.57142857142857
2016-06-02,兰州市,良,70,42,86.0,44.0,10,0.78,68,2016,6,夏季,4,0,74.0,41.142857142857146
2016-06-03,兰州市,良,84,39,100.0,52.0,13,0.78,87,2016,6,夏季,5,0,70.0,42.285714285714285
2016-06-04,兰州市,良,52,22,52.0,32.0,7,0.62,66,2016,6,夏季,6,1,84.0,38.0
2016-06-05,兰州市,良,79,31,84.0,50.0,11,0.83,85,2016,6,夏季,7,1,52.0,36.285714285714285
2016-06-06,兰州市,良,74,35,95.0,55.0,13,0.84,67,2016,6,夏季,1,0,79.0,36.71428571428572
2016-06-07,兰州市,良,63,28,55.0,32.0,8,0.78,89,2016,6,夏季,2,0,74.0,35.142857142857146
2016-06-08,兰州市,优,50,19,40.0,24.0,5,0.7,86,2016,6,夏季,3,0,63.0,30.857142857142858
2016-06-09,兰州市,良,53,25,57.0,38.0,9,0.71,62,2016,6,夏季,4,0,50.0,28.428571428571427
2016-06-10,兰州市,良,63,29,70.0,42.0,9,0.84,72,2016,6,夏季,5,0,53.0,27.0
2016-06-11,兰州市,良,88,48,125.0,43.0,12,0.8,57,2016,6,夏季,6,1,63.0,30.714285714285715
2016-06-12,兰州市,良,66,31,69.0,48.0,7,0.81,75,2016,6,夏季,7,1,88.0,30.714285714285715
2016-06-13,兰州市,良,75,30,93.0,50.0,8,0.82,71,2016,6,夏季,1,0,66.0,30.0
2016-06-14,兰州市,轻度污染,109,49,166.0,24.0,7,0.56,49,2016,6,夏季,2,0,75.0,33.0
2016-06-15,兰州市,良,55,27,61.0,21.0,10,0.62,50,2016,6,夏季,3,0,109.0,34.142857142857146
