城市,日期,AQI,质量等级,PC1,PC2,聚类,PM2.5,PM10,NO2,SO2,CO,O3
兰州市,2014-01-02,128,轻度污染,4.352832559037939,1.5557431641222945,2,77,154.0,28.0,38,1.6,21
兰州市,2014-01-03,101,轻度污染,3.9017088508297957,0.9533249773988834,2,69,141.0,33.0,38,1.53,20
兰州市,2014-01-04,122,轻度污染,4.371880466005067,0.788959293605429,2,91,164.0,37.0,38,1.58,20
兰州市,2014-01-05,116,轻度污染,4.630275897933574,1.0814458747154014,2,87,162.0,35.0,38,1.74,18
兰州市,2014-01-06,98,良,3.105649101250474,1.107866512427281,2,62,134.0,26.0,38,1.3,36
兰州市,2014-01-07,52,良,0.5155972596677418,-0.06302924466465269,0,15,56.0,26.0,22,1.26,38
兰州市,2014-01-08,49,优,0.5109781365582774,-1.5205893201908607,0,23,55.0,35.0,28,1.47,35
兰州市,2014-01-09,84,良,2.7839139964485184,-1.9471884921700862,2,53,116.0,51.0,38,2.29,25
兰州市,2014-01-10,85,良,2.664199056859323,-0.8217730477701729,2,55,118.0,47.0,37,1.69,26
兰州市,2014-01-11,73,良,1.4176541865993866,-0.7385276183557514,0,40,94.0,37.0,30,1.49,28
兰州市,2014-01-12,82,良,2.334203997401859,-1.4759421171889624,2,50,113.0,45.0,38,1.94,22
兰州市,2014-01-13,105,轻度污染,3.6191925255937627,-1.0700412306916804,2,74,150.0,52.0,38,2.35,21
兰州市,2014-01-14,102,轻度污染,3.8465827621721886,-0.3346149622030534,2,74,147.0,48.0,38,2.21,24
兰州市,2014-01-15,141,轻度污染,4.44927847304512,-0.14386727218329487,2,91,148.0,51.0,38,2.27,26
兰州市,2014-01-16,117,轻度污染,4.618751820360612,1.0355866856481348,2,83,160.0,61.0,38,2.11,55
兰州市,2014-01-17,135,轻度污染,5.113785776132815,0.757970797266666,2,91,199.0,53.0,38,1.99,21
兰州市,2014-01-18,139,轻度污染,5.120835467821559,1.4553831637572465,2,91,190.0,47.0,37,1.98,32
兰州市,2014-01-19,141,轻度污染,3.167371563314598,2.589898158412485,3,51,214.5,27.0,27,1.3,45
兰州市,2014-01-20,123,轻度污染,5.424116732922069,0.9378797726075431,2,86,168.0,50.0,38,2.36,24
兰州市,2014-01-21,115,轻度污染,5.067117603141912,0.29188403007156744,2,87,135.0,55.0,38,2.28,26
兰州市,2014-01-22,132,轻度污染,5.666335398796562,-0.2736702499271482,2,91,142.0,68.0,38,2.79,27
兰州市,2014-01-24,75,良,2.0187223549162465,1.059143051222811,3,36,99.0,31.0,28,1.14,37
兰州市,2014-01-25,73,良,2.3132355237665907,-0.9549147649155147,2,49,82.0,45.0,37,1.54,33
兰州市,2014-01-26,100,良,4.018596715734079,-1.4519655991386087,2,74,113.0,55.0,38,2.62,22
兰州市,2014-01-27,92,良,3.1716320404259224,-0.19079286251725572,2,66,103.0,41.0,31,2.18,33
兰州市,2014-01-28,71,良,2.377440839896561,-0.7249973140364536,2,51,75.0,46.0,37,1.6,37
兰州市,2014-01-29,136,轻度污染,3.868892550764711,-0.5069706075489481,2,85,155.0,58.0,38,2.04,41
兰州市,2014-01-30,104,轻度污染,3.8664246001790996,0.5387386774182988,2,71,128.0,54.0,38,1.93,45
兰州市,2014-01-31,141,轻度污染,4.61326841083002,0.21002197585440607,2,91,158.0,56.0,38,2.28,41
兰州市,2014-02-01,105,轻度污染,4.250229852671604,0.6163405309510295,2,78,106.0,52.0,38,2.05,43
兰州市,2014-02-02,114,轻度污染,4.267866361357333,0.15750282582663483,2,85,129.0,46.0,38,2.25,38
兰州市,2014-02-03,72,良,0.4735302249163338,1.2206870521315805,3,22,94.0,19.0,22,0.76,49
兰州市,2014-02-04,69,良,0.9938313406455345,-0.2448965153892468,0,37,86.0,25.0,30,1.06,36
兰州市,2014-02-05,72,良,0.33997315189055755,0.08790996280275153,0,38,93.0,15.0,23,0.82,29
兰州市,2014-02-06,77,良,0.2891879462312224,0.4714128421261351,0,46,103.0,14.0,20,0.78,34
兰州市,2014-02-07,106,轻度污染,1.4949463663041356,0.7246219014806133,3,61,160.0,21.0,23,1.26,35
兰州市,2014-02-08,93,良,1.0384454782788728,1.5304714501370156,3,66,123.0,15.0,23,0.74,45
兰州市,2014-02-09,48,优,-1.0795154986991582,0.5781937824604825,1,31,46.0,12.0,15,0.58,51
兰州市,2014-02-10,80,良,0.14912930005890065,-0.5438904534202794,0,58,72.0,24.0,19,1.15,40
兰州市,2014-02-11,87,良,0.7760086241023418,0.3586031728205345,0,64,86.0,24.0,20,1.05,41
兰州市,2014-02-12,69,良,-0.08552578996770485,0.7061577556812604,0,49,70.0,19.0,15,0.75,47
兰州市,2014-02-13,99,良,1.3812038022022013,0.07277874206317227,0,74,94.0,30.0,20,1.37,39
兰州市,2014-02-14,118,轻度污染,2.936684118249299,0.4113712914039314,2,88,111.0,45.0,30,1.55,44
兰州市,2014-02-15,103,轻度污染,3.539685022445409,0.09317768503637767,2,77,102.0,45.0,38,1.83,34
兰州市,2014-02-16,92,良,2.514769917357686,0.1448083241795175,2,68,83.0,37.0,29,1.61,35
兰州市,2014-02-17,99,良,2.8770309214021235,-0.07635645376974572,2,74,89.0,45.0,38,1.48,47
兰州市,2014-02-18,97,良,3.6690634194013736,-0.6250420338316369,2,66,101.0,52.0,38,2.26,36
兰州市,2014-02-19,79,良,3.637119049880962,-1.1496111610801405,2,53,98.0,69.0,38,2.07,31
兰州市,2014-02-20,98,良,4.618221634561959,-1.407295855542156,2,72,138.0,71.0,38,2.73,26
兰州市,2014-02-21,89,良,3.210381012173894,-0.27529450391427357,2,65,109.0,64.0,38,1.62,53
兰州市,2014-02-22,99,良,3.2528299407845456,-0.19881458965536364,2,74,120.0,55.0,33,1.87,45
兰州市,2014-02-23,100,良,3.4867336517131107,-0.061293992924538326,2,74,123.0,51.0,33,1.91,35
兰州市,2014-02-24,87,良,2.391349410719126,0.219002706001662,2,63,103.0,44.0,26,1.47,36
兰州市,2014-02-25,105,轻度污染,2.3870715228088537,0.4145166135715227,2,66,135.0,41.0,23,1.56,38
兰州市,2014-02-26,141,轻度污染,1.872615591877998,3.085876597646666,3,91,184.0,21.0,15,0.56,64
兰州市,2014-02-27,93,良,2.85473042466491,0.7890982902910109,2,40,135.0,56.0,25,1.34,27
兰州市,2014-02-28,92,良,0.48823481765915094,1.2395443179080103,3,32,133.0,26.0,20,0.72,57
兰州市,2014-03-01,94,良,1.5842374019495684,0.3980233595727422,0,41,136.0,42.0,29,1.19,53
兰州市,2014-03-02,85,良,0.7506071282233123,0.6648560049128337,0,40,118.0,37.0,22,0.85,53
兰州市,2014-03-03,88,良,0.6329885862427092,0.4980970499566785,0,42,123.0,34.0,18,1.03,47
兰州市,2014-03-04,86,良,0.2710855439783908,0.3337006667205353,0,29,121.0,39.0,20,0.82,50
兰州市,2014-03-05,105,轻度污染,0.422459589015055,0.6384754873794929,0,38,147.0,40.0,25,0.78,66
兰州市,2014-03-06,94,良,0.8325013365467645,0.732584526890335,0,41,124.0,44.0,34,0.96,86
兰州市,2014-03-07,88,良,0.12155626564532665,0.9292862172978891,3,47,102.0,34.0,24,1.06,92
兰州市,2014-03-08,105,轻度污染,1.5694296689909497,0.6649867616744725,3,62,146.0,56.0,30,1.45,97
兰州市,2014-03-09,109,轻度污染,3.8446661185967947,-0.4729201434919716,2,69,164.0,73.0,38,1.95,38
兰州市,2014-03-10,101,轻度污染,3.2834903992971136,-0.15620714856751944,2,64,148.0,60.0,35,1.65,31
兰州市,2014-03-11,91,良,0.5332119218397892,0.9758913092560402,3,33,131.0,26.0,21,0.78,45
兰州市,2014-03-12,85,良,-0.4113571898753624,1.162973762312178,3,27,120.0,18.0,18,0.47,55
兰州市,2014-03-13,94,良,1.837503605449499,-0.36890153163168876,0,44,137.0,56.0,31,1.01,34
兰州市,2014-03-14,120,轻度污染,3.9309529334688307,-0.5163526066125875,2,64,189.0,75.0,38,1.76,30
兰州市,2014-03-15,130,轻度污染,5.170151377927931,-0.1303091474969537,2,79,204.0,87.0,38,2.23,33
兰州市,2014-03-16,114,轻度污染,3.9413944804762253,0.4853510353694286,2,66,172.0,64.0,38,1.72,40
兰州市,2014-03-17,107,轻度污染,1.7636218265756314,1.0922695689082138,3,46,163.0,42.0,24,0.96,41
兰州市,2014-03-18,130,轻度污染,3.400004814335686,0.9387614780310217,2,66,208.0,56.0,35,1.41,49
兰州市,2014-03-19,141,轻度污染,2.464999062490665,2.750277408205104,3,65,214.5,33.0,29,0.63,62
兰州市,2014-03-20,80,良,1.077843129194043,1.4584787483346258,3,28,110.0,32.0,23,0.61,40
兰州市,2014-03-21,88,良,1.1208034912433653,-0.06889410615975512,0,37,125.0,46.0,22,1.07,39
兰州市,2014-03-22,65,良,0.07017835614434813,-0.0700635145408404,0,30,80.0,30.0,14,1.02,29
兰州市,2014-03-23,69,良,0.7694852006341898,-1.1553358662631197,0,38,86.0,43.0,21,1.5,28
兰州市,2014-03-25,127,轻度污染,3.948941917524504,-0.8292010663937217,2,77,201.0,64.0,38,1.88,18
兰州市,2014-03-26,134,轻度污染,4.1841990866044725,0.693728247927919,2,69,214.5,59.0,36,1.73,25
兰州市,2014-03-27,122,轻度污染,2.0568519842538504,2.202068776724475,3,63,193.0,30.0,17,0.87,30
兰州市,2014-03-28,100,良,1.979628808783934,1.0628237781230823,3,52,149.0,40.0,23,0.95,28
兰州市,2014-03-29,110,轻度污染,3.6085566681259618,-0.14293422843372125,2,67,169.0,65.0,36,1.41,24
兰州市,2014-03-30,72,良,1.0722166623601832,0.6205511826765133,0,45,89.0,31.0,19,0.9,28
兰州市,2014-03-31,86,良,2.3642699899674087,-0.7669905230635897,2,58,116.0,51.0,24,1.81,25
兰州市,2014-04-01,91,良,2.496923146283541,-0.46553028139622743,2,51,128.0,50.0,36,1.51,37
兰州市,2014-04-02,62,良,0.2161336760083614,0.24475257469209935,0,31,74.0,29.0,30,0.79,63
兰州市,2014-04-03,68,良,0.4507908831329629,-0.7902324617679763,0,34,86.0,36.0,30,1.0,44
兰州市,2014-04-04,88,良,2.229376197957422,-1.0479584828318598,2,54,125.0,59.0,38,1.38,41
兰州市,2014-04-05,82,良,1.8214718916367663,-0.6995131228023984,0,45,112.0,53.0,31,1.46,37
兰州市,2014-04-06,74,良,0.992373211861366,-0.610368015773896,0,41,96.0,52.0,23,1.11,36
兰州市,2014-04-07,110,轻度污染,3.163154499719999,-0.8712082421824882,2,65,167.0,73.0,38,1.68,44
兰州市,2014-04-08,121,轻度污染,3.350984181893328,0.38488204685622973,2,65,186.0,68.0,35,1.5,49
兰州市,2014-04-09,69,良,0.9980433445066339,0.738613328693657,3,48,77.0,33.0,21,1.15,48
兰州市,2014-04-10,109,轻度污染,2.5404236296251512,-0.4665863907815046,2,58,167.0,61.0,31,1.34,35
兰州市,2014-04-11,80,良,1.1395151378707558,0.8503658527334268,3,52,106.0,37.0,18,1.02,44
兰州市,2014-04-12,77,良,1.4974204129842381,-0.5686342150339249,0,46,103.0,50.0,23,1.36,32
兰州市,2014-04-13,81,良,1.6763545980167551,-0.7447106202108665,0,43,110.0,56.0,28,1.31,37
兰州市,2014-04-14,66,良,0.5843793029233814,-0.5724910605467609,0,30,81.0,39.0,24,1.28,42
兰州市,2014-04-15,60,良,1.0903227314208508,-1.7587901672014035,0,35,67.0,56.0,27,1.58,31
兰州市,2014-04-16,44,优,-0.7661731506197949,-0.9496530669729071,0,24,45.0,26.0,20,1.09,45
兰州市,2014-04-17,64,良,-0.20038141739394721,-1.1519637555132152,0,38,77.0,28.0,25,1.02,36
兰州市,2014-04-18,44,优,-0.7787880115502636,-1.0678833578551379,0,28,42.0,29.0,17,1.0,33
兰州市,2014-04-19,45,优,-0.9808708814465719,-1.5289022533469228,1,28,44.0,34.0,17,1.06,38
兰州市,2014-04-20,57,良,-0.26434203173636195,-1.6642448286036442,0,40,57.0,39.0,19,1.17,27
兰州市,2014-04-21,43,优,-0.8513052572371632,-1.5315140731684769,0,22,45.0,41.0,14,1.17,34
兰州市,2014-04-22,82,良,1.3363768067252386,-2.0244490297692765,0,47,112.0,67.0,26,1.92,43
兰州市,2014-04-23,96,良,2.274884142643226,-0.8606451801039101,2,57,141.0,64.0,28,1.67,33
兰州市,2014-04-24,141,轻度污染,2.5547327978388803,1.6141776767214606,3,91,214.5,37.0,19,1.07,32
兰州市,2014-04-25,141,轻度污染,3.3533583476826925,2.537535519354626,3,91,214.5,41.0,18,1.23,36
兰州市,2014-04-26,141,轻度污染,4.9739500801432905,1.479908575535544,2,91,214.5,56.0,35,1.72,26
兰州市,2014-04-27,141,轻度污染,4.696443817823669,1.6996394387053102,2,80,214.5,51.0,37,1.66,37
兰州市,2014-04-28,132,轻度污染,3.8974343285055966,2.001398730347937,2,62,212.0,55.0,31,1.22,45
兰州市,2014-04-29,141,轻度污染,5.4018932091226155,1.0794914643253968,2,80,214.5,80.0,38,1.76,43
兰州市,2014-04-30,141,轻度污染,5.74238815406169,1.5337410580541666,2,91,214.5,72.0,38,1.79,40
兰州市,2014-05-01,101,轻度污染,1.2365419331000145,2.8117314412047856,3,45,134.0,22.0,12,0.8,60
兰州市,2014-05-02,101,轻度污染,2.125195840194615,0.7553193097492407,3,44,151.0,51.0,20,1.28,43
兰州市,2014-05-03,120,轻度污染,2.859023236951801,0.7849343490385382,2,56,188.0,61.0,24,1.15,36
兰州市,2014-05-04,93,良,1.9207462448375463,0.6107150214412391,0,35,134.0,53.0,23,1.24,42
兰州市,2014-05-05,83,良,2.4212782003834215,-0.8918007014750852,2,37,115.0,67.0,36,1.6,45
兰州市,2014-05-06,108,轻度污染,3.4300378673663667,-0.9515581232399177,2,56,165.0,78.0,38,1.77,39
兰州市,2014-05-07,107,轻度污染,3.391766288814811,-0.25256266246807024,2,58,163.0,73.0,38,1.75,49
兰州市,2014-05-08,105,轻度污染,2.821004732063735,0.09352508380033242,2,54,158.0,70.0,35,1.49,59
兰州市,2014-05-09,141,轻度污染,1.842008107303896,2.9773826477894896,3,91,214.5,21.0,11,0.93,59
兰州市,2014-05-10,69,良,0.5403950013991456,1.8166006023210386,3,41,91.0,25.0,10,1.11,55
兰州市,2014-05-11,74,良,1.76644176062548,-1.1966164206541858,0,47,82.0,60.0,29,2.03,61
兰州市,2014-05-12,84,良,2.302974710579419,-0.950981326909532,2,49,110.0,62.0,38,1.67,58
兰州市,2014-05-13,92,良,0.8554895566577992,0.9436066108920601,3,49,132.0,37.0,23,1.07,76
兰州市,2014-05-14,73,良,-0.4551702798983725,1.1166690215769217,3,33,90.0,24.0,16,0.81,77
兰州市,2014-05-15,68,良,1.2576820878614885,-1.2178528679275167,0,33,83.0,57.0,34,1.42,53
兰州市,2014-05-16,85,良,1.6989795924173539,-1.3402549373041517,0,38,117.0,67.0,38,1.48,57
兰州市,2014-05-17,77,良,1.9007291955419559,-1.145858000066113,0,43,104.0,67.0,38,1.22,44
兰州市,2014-05-18,111,轻度污染,2.1725837849262217,-0.07828116471231651,0,61,165.0,50.0,33,1.33,46
兰州市,2014-05-19,56,良,0.28533380131589,0.047002367630520736,0,30,63.0,44.0,21,1.14,58
兰州市,2014-05-20,103,轻度污染,2.382426849516822,-1.186930966711499,2,60,149.0,72.0,38,1.52,56
兰州市,2014-05-21,68,良,0.6628192471748215,0.04847033895277241,0,34,85.0,36.0,29,1.03,51
兰州市,2014-05-22,66,良,-0.4376941729379473,-0.2964442913118717,0,30,80.0,31.0,16,1.08,51
兰州市,2014-05-23,76,良,0.2685632989996237,-0.3246145967691328,0,43,96.0,33.0,21,1.18,48
兰州市,2014-05-24,141,轻度污染,1.6894784216540912,1.9808795595786117,3,91,214.5,33.0,10,0.95,51
兰州市,2014-05-25,141,轻度污染,2.9757941895983135,2.9755329224965315,3,91,214.5,43.0,20,0.91,59
兰州市,2014-05-26,125,轻度污染,3.6010273755427455,2.01951267778079,2,74,199.0,56.0,29,1.52,65
兰州市,2014-05-27,85,良,2.230515968611198,0.8171521392374472,3,55,111.0,56.0,27,1.29,61
兰州市,2014-05-28,96,良,3.0266105704701127,-0.45534306420849985,2,61,134.0,68.0,34,1.56,46
兰州市,2014-05-29,88,良,2.54602873410629,0.13810349954646117,2,53,122.0,46.0,35,1.59,53
兰州市,2014-05-30,66,良,0.6065446917829911,0.2615756944239986,0,33,83.0,36.0,17,1.15,49
兰州市,2014-05-31,70,良,0.8236355384040545,-0.4088361164645964,0,41,84.0,37.0,27,1.51,64
兰州市,2014-06-01,83,良,1.0980205898192181,-0.021118980976433003,0,55,101.0,26.0,27,1.67,60
兰州市,2014-06-02,85,良,0.33383509283317775,0.8849760552216853,3,62,86.0,16.0,16,1.33,64
兰州市,2014-06-03,84,良,0.5106780449293543,0.7483873361286961,0,61,90.0,16.0,15,1.21,45
兰州市,2014-06-04,78,良,0.7336476180777405,0.29792531699141483,0,51,97.0,28.0,18,1.36,47
兰州市,2014-06-05,80,良,0.49939250756968434,0.23544765740257897,0,42,108.0,26.0,17,1.55,53
兰州市,2014-06-06,72,良,-0.581501535767261,0.9713553035137529,3,37,93.0,15.0,11,1.25,74
兰州市,2014-06-07,92,良,1.793758014845619,-0.3532196058848156,0,53,131.0,44.0,31,1.44,45
兰州市,2014-06-08,74,良,-0.21722750036181582,1.0626257279508535,3,40,96.0,24.0,17,0.73,67
兰州市,2014-06-09,64,良,-0.6013081030930987,0.18742134755682477,0,34,76.0,26.0,15,0.8,54
兰州市,2014-06-10,68,良,0.15113206892771525,-0.5292861728097897,0,44,79.0,34.0,21,1.12,46
兰州市,2014-06-11,82,良,0.465357756356588,0.06681682741780312,0,56,106.0,37.0,19,1.01,52
兰州市,2014-06-12,66,良,-0.13261691453940225,0.3273300238444629,0,45,74.0,29.0,19,1.02,66
兰州市,2014-06-13,81,良,-0.15068787042678247,0.21099711223038645,0,59,72.0,28.0,11,1.02,53
兰州市,2014-06-14,115,轻度污染,1.8466471813971634,0.7720656666471408,3,85,126.0,35.0,27,1.36,66
兰州市,2014-06-15,83,良,1.4203746777172879,1.072833552034845,3,52,109.0,32.0,26,1.49,71
兰州市,2014-06-16,74,良,0.16736158268459783,0.5808929684705212,0,36,96.0,28.0,24,0.99,72
兰州市,2014-06-17,93,良,1.4437251004390044,0.18863315572487993,0,50,132.0,33.0,34,1.28,61
兰州市,2014-06-18,74,良,0.029429087997310678,1.1168559723354867,3,48,92.0,16.0,15,0.76,50
兰州市,2014-06-19,59,良,-0.7166882500630355,0.37385354349566563,1,40,60.0,21.0,7,0.81,45
兰州市,2014-06-20,75,良,0.6705488272150745,-0.6694790714862299,0,45,95.0,37.0,20,1.24,33
兰州市,2014-06-21,89,良,0.7444707766465323,0.2643881206852426,0,53,122.0,37.0,16,1.31,51
兰州市,2014-06-22,82,良,0.6604257266865119,0.1693163459629715,0,41,113.0,37.0,16,1.22,39
兰州市,2014-06-23,68,良,-0.2987632253273798,0.3797139284662672,0,40,83.0,25.0,12,0.95,47
兰州市,2014-06-24,62,良,-0.9688090524465325,0.0825049868686435,1,37,66.0,21.0,6,0.85,40
兰州市,2014-06-25,106,轻度污染,0.9436548688527732,0.2828357880841502,0,79,117.0,41.0,10,1.15,43
兰州市,2014-06-26,92,良,2.4418219936148593,0.027189590634305406,2,63,112.0,48.0,28,1.84,45
兰州市,2014-06-27,97,良,0.7555931925622348,1.4571505443735806,3,61,141.0,28.0,11,0.84,48
兰州市,2014-06-28,60,良,-0.31643368305111375,0.5579865483224008,0,41,56.0,30.0,6,0.81,41
兰州市,2014-06-29,69,良,0.3761529810629721,-0.6677944814323528,0,42,80.0,38.0,14,1.47,40
兰州市,2014-06-30,77,良,0.6751072148315579,-0.2549084176891017,0,54,86.0,48.0,15,0.91,39
兰州市,2014-07-01,78,良,1.0375091073705038,-0.05016461566791632,0,53,92.0,43.0,21,1.22,51
兰州市,2014-07-02,86,良,1.3765589636611515,0.01171316499257804,0,57,113.0,48.0,23,1.26,53
兰州市,2014-07-03,59,良,-0.4516942077732193,0.38775883888590457,0,38,65.0,37.0,8,0.84,56
兰州市,2014-07-04,84,良,0.9728956741860741,-0.5181831100705477,0,53,111.0,54.0,21,1.29,56
兰州市,2014-07-05,78,良,0.4217558847070516,0.32935022441280876,0,44,102.0,42.0,16,1.04,57
兰州市,2014-07-06,68,良,-0.4956224006028061,0.6027864533024715,0,42,84.0,26.0,9,0.78,52
兰州市,2014-07-07,107,轻度污染,0.45041188249807923,1.4409512565874518,3,68,161.0,25.0,9,0.76,53
兰州市,2014-07-08,60,良,-0.29365406596453264,0.8350886326302096,0,42,58.0,22.0,6,0.9,39
兰州市,2014-07-09,47,优,-1.318015449482174,-0.3129970304117591,1,32,39.0,22.0,6,0.85,43
兰州市,2014-07-10,59,良,-0.860924833181567,-0.5250979122776642,1,39,64.0,27.0,9,0.9,40
兰州市,2014-07-11,85,良,0.5792656857205781,-0.48490594492782574,0,48,118.0,49.0,14,0.96,31
兰州市,2014-07-12,90,良,0.30274305636519333,0.7882810085871738,0,48,130.0,36.0,12,0.63,41
兰州市,2014-07-13,68,良,0.5653534790657787,-0.29262285551166384,0,41,82.0,52.0,12,1.11,35
兰州市,2014-07-14,73,良,0.7653345429356164,-0.8837824214489858,0,43,94.0,54.0,18,1.5,45
兰州市,2014-07-15,73,良,-0.06812742915261412,0.12646705859519297,0,43,93.0,41.0,21,0.78,68
兰州市,2014-07-16,68,良,-0.18923959791686332,-0.2015117867721395,0,36,83.0,43.0,16,0.87,54
兰州市,2014-07-17,69,良,-0.2889124672335533,-0.138227468646266,0,39,87.0,41.0,14,0.81,52
兰州市,2014-07-18,61,良,-0.8212691498291141,-0.1033618312627123,1,36,69.0,31.0,8,0.8,43
兰州市,2014-07-19,58,良,-0.7885452485255559,-0.3990437826214752,0,40,60.0,31.0,10,0.92,45
兰州市,2014-07-20,49,优,-0.9715704178637283,-0.9528953583198041,1,29,50.0,31.0,9,0.82,23
兰州市,2014-07-21,63,良,-1.008478356746776,-0.5406056404621555,1,38,73.0,25.0,9,0.79,33
兰州市,2014-07-22,54,良,-0.7764042752796373,-0.8322493297440635,0,37,51.0,35.0,5,0.99,24
兰州市,2014-07-23,65,良,-0.2619635771935735,-1.0714199288447435,0,44,63.0,45.0,7,1.42,38
兰州市,2014-07-24,85,良,1.1028657501447832,-0.8265024357241254,0,60,95.0,52.0,16,1.75,44
兰州市,2014-07-25,95,良,1.1637547583283068,0.22296868770638525,0,54,135.0,54.0,16,1.22,50
兰州市,2014-07-26,82,良,0.9614692404708451,0.10938095932778913,0,45,112.0,52.0,17,1.13,45
兰州市,2014-07-27,60,良,-0.30082113491410833,0.026994710623177067,0,36,68.0,34.0,11,1.19,54
兰州市,2014-07-28,72,良,0.06397976719363316,-0.5498012056969637,0,38,92.0,39.0,15,1.22,44
兰州市,2014-07-29,80,良,0.19023945512136956,0.15438717940655558,0,44,108.0,36.0,16,0.92,48
兰州市,2014-07-30,80,良,0.897081462979143,-0.04395281619250927,0,50,109.0,40.0,17,1.31,40
兰州市,2014-07-31,74,良,0.08342517175884649,0.1879991346769688,0,47,95.0,36.0,10,0.72,30
兰州市,2014-08-01,71,良,0.03029590797356614,-0.12311881602434888,0,41,91.0,36.0,15,0.94,41
兰州市,2014-08-02,105,轻度污染,1.2521868158478384,0.6006353665871533,0,70,157.0,39.0,17,0.8,34
兰州市,2014-08-03,72,良,0.3423089284929667,0.7976808667883413,0,44,92.0,26.0,16,0.78,38
兰州市,2014-08-04,51,良,-0.5896093887026476,-0.3568352462575452,0,34,51.0,28.0,10,0.86,31
兰州市,2014-08-05,84,良,0.3640673520331134,-0.5269854120489864,0,62,81.0,36.0,12,0.99,27
兰州市,2014-08-06,39,优,-0.9623980552773126,-0.07857694637459338,1,26,36.0,27.0,11,0.78,46
兰州市,2014-08-07,70,良,-0.05861622664561568,-0.9092589957418584,0,43,88.0,41.0,18,1.15,51
兰州市,2014-08-09,81,良,0.6315172974900214,-0.22314810679941552,0,47,108.0,51.0,15,1.23,52
兰州市,2014-08-10,91,良,1.3430630984313474,-0.3793312617620243,0,50,126.0,56.0,16,1.29,29
兰州市,2014-08-11,55,良,-0.6289107492919641,0.34647297112516334,0,37,58.0,29.0,11,0.71,48
兰州市,2014-08-12,55,良,-0.7666880439013544,-0.7121023478944244,0,35,54.0,42.0,14,0.74,52
兰州市,2014-08-13,60,良,-0.46657089476939334,-0.9192381182810467,0,33,70.0,44.0,19,0.75,46
兰州市,2014-08-14,68,良,-0.2602134243635472,-0.5405280272497432,0,36,84.0,48.0,19,0.91,63
兰州市,2014-08-15,84,良,1.0492570615405754,-0.6180299631957858,0,49,116.0,64.0,23,1.23,59
兰州市,2014-08-16,78,良,0.0662506952983098,0.29504265524542655,0,42,102.0,46.0,16,0.84,62
兰州市,2014-08-17,64,良,-0.810386772365485,0.2753115318068189,1,33,77.0,25.0,18,0.68,61
兰州市,2014-08-18,86,良,0.734925275721236,-0.46215969002372714,0,49,116.0,40.0,24,1.19,44
兰州市,2014-08-19,79,良,-0.2242237651990013,0.6205826260642504,0,39,104.0,31.0,16,0.86,62
兰州市,2014-08-20,72,良,0.111638163971429,0.07173663954346801,0,44,91.0,31.0,17,1.09,48
兰州市,2014-08-21,91,良,1.2610932890058222,-0.2701415131564759,0,67,104.0,38.0,14,1.61,30
兰州市,2014-08-23,79,良,0.6076181891631759,0.353007655727941,0,53,99.0,39.0,9,1.08,33
兰州市,2014-08-24,67,良,0.6437158819448925,-0.5044671269028783,0,40,81.0,42.0,20,1.45,47
兰州市,2014-08-25,81,良,0.9477335059237455,-0.5519197892414167,0,46,107.0,46.0,21,1.28,40
兰州市,2014-08-26,69,良,0.843279715031521,-0.3303980739664332,0,45,82.0,42.0,26,1.36,58
兰州市,2014-08-27,91,良,0.9955322959128822,0.05574246905136546,0,49,129.0,33.0,24,1.38,52
兰州市,2014-08-28,60,良,-0.6611291916899106,0.6162584334313399,0,31,70.0,18.0,12,0.82,49
兰州市,2014-08-29,57,良,-1.2938557944404254,0.02109098334005453,1,34,63.0,16.0,8,0.72,43
兰州市,2014-08-30,52,良,-1.682369058499668,-0.020405835734643187,1,32,53.0,15.0,7,0.64,48
兰州市,2014-08-31,73,良,0.00848823083243716,-0.7251806394937241,0,43,93.0,28.0,19,1.11,32
兰州市,2014-09-01,62,良,-0.8426571301235773,0.0879966162794246,1,36,76.0,23.0,9,0.79,39
兰州市,2014-09-02,66,良,-0.6782856453666185,-0.32218290272803196,0,36,80.0,26.0,13,0.94,41
兰州市,2014-09-03,88,良,0.26930140629703897,-0.07930232070084753,0,46,120.0,33.0,20,1.17,51
兰州市,2014-09-04,86,良,0.3654034106997721,0.5903325189005034,0,48,119.0,28.0,18,1.03,49
兰州市,2014-09-05,69,良,-0.4781087577783663,0.45552328699370626,0,38,86.0,21.0,13,0.78,42
兰州市,2014-09-06,62,良,-0.6643615983868747,-0.03558297931976238,0,42,67.0,19.0,12,0.82,36
兰州市,2014-09-07,64,良,-0.30924896647805644,-0.41168012444448215,0,43,70.0,26.0,18,1.01,44
兰州市,2014-09-08,105,轻度污染,1.4065403650061215,-0.04629211867396639,0,76,126.0,34.0,17,1.18,21
兰州市,2014-09-09,123,轻度污染,2.1309492888084343,1.2190514652581719,3,90,126.0,33.0,14,1.38,35
兰州市,2014-09-10,62,良,0.608735910000538,0.6656956951791436,0,34,75.0,28.0,13,1.07,26
兰州市,2014-09-11,44,优,-0.8298575651538622,-0.5495914328560679,1,30,40.0,19.0,11,0.98,31
兰州市,2014-09-12,74,良,1.2549020651812859,-1.5052083187934602,0,50,90.0,39.0,23,1.83,24
兰州市,2014-09-13,121,轻度污染,1.7997938331514125,1.228860359209881,3,77,186.0,25.0,15,1.07,27
