hidden_units,dropout_rate,learning_rate,RMSE,RMSE_std,MAE,MAE_std,R2,R2_std
64,0.2,0.01,4.136614153705603,0.512158382991286,3.059778928756714,0.4847938471805583,0.9763979315757751,0.006069574597143937
64,0.2,0.001,3.580358042326579,0.25187382834487165,2.510353660583496,0.24693513240469245,0.9824567198753357,0.0027100279652048256
64,0.3,0.01,4.233981045869827,0.6922440966772339,3.115087366104126,0.5216133070748465,0.9751642346382141,0.008030686093986786
64,0.3,0.001,4.427625854233353,0.20554279470854797,3.2268012523651124,0.1756949233204989,0.973329484462738,0.002067920474720145
128,0.2,0.01,3.6559567090007667,0.3064750945226643,2.6681936264038084,0.24699388099937622,0.981728482246399,0.002961907753580972
128,0.2,0.001,3.1908280744315745,0.1467000363060696,2.2419039726257326,0.13857015330103048,0.9861471295356751,0.0010769524532488264
128,0.3,0.01,3.7706035237948172,0.351315518975413,2.71758828163147,0.31213725714734947,0.9805528879165649,0.0033842682455692682
128,0.3,0.001,3.632043531178367,0.21376329674899708,2.6061066150665284,0.18013036202994295,0.9820212721824646,0.001930486061991119
