日期,PM2.5,PM10,NO2,SO2,CO,O3
2015-07-14,40,79.0,44.0,7,1.11,46
2015-07-15,38,93.0,48.0,9,1.24,46
2015-07-16,39,95.0,41.0,10,0.97,46
2015-07-17,46,92.0,51.0,12,1.3,51
2015-07-18,37,93.0,54.0,13,1.25,69
2015-07-19,40,129.0,58.0,21,1.31,70
2015-07-20,30,87.0,38.0,15,1.06,91
2015-07-21,32,78.0,43.0,13,1.05,74
2015-07-22,37,82.0,45.0,17,1.33,68
2015-07-23,25,53.0,38.0,7,0.98,80
2015-07-24,42,107.0,60.0,18,1.61,57
2015-07-25,45,126.0,62.0,16,1.58,62
2015-07-26,43,104.0,51.0,16,1.42,60
2015-07-27,43,94.0,47.0,14,1.27,63
2015-07-28,42,81.0,39.0,9,1.25,60
2015-07-29,47,91.0,42.0,14,1.14,48
2015-07-30,51,89.0,44.0,14,1.06,55
2015-07-31,48,83.0,35.0,8,0.88,59
2015-08-01,51,96.0,45.0,15,1.1,49
2015-08-02,35,82.0,33.0,10,0.82,65
2015-08-03,41,60.0,28.0,6,0.73,52
2015-08-04,36,61.0,38.0,7,0.81,51
2015-08-05,35,81.0,47.0,23,1.14,68
2015-08-06,31,77.0,47.0,17,0.96,72
2015-08-07,25,74.0,35.0,8,0.68,65
2015-08-08,24,43.0,27.0,8,0.71,66
2015-08-09,19,36.0,29.0,6,0.74,55
2015-08-10,26,56.0,41.0,14,0.88,72
2015-08-11,27,75.0,46.0,11,0.96,51
2015-08-12,29,74.0,34.0,16,0.96,67
2015-08-13,46,136.0,20.0,8,0.56,69
2015-08-14,29,69.0,46.0,9,0.96,62
2015-08-15,33,102.0,53.0,14,1.07,52
2015-08-16,62,214.5,35.0,9,0.77,47
2015-08-17,56,177.0,30.0,12,0.86,60
2015-08-18,43,89.0,33.0,8,0.82,44
2015-08-19,36,83.0,49.0,16,1.12,44
2015-08-20,36,100.0,50.0,14,1.18,47
2015-08-21,24,68.0,40.0,11,0.95,62
2015-08-22,37,117.0,49.0,17,1.18,54
2015-08-23,30,72.0,43.0,15,1.15,56
2015-08-24,32,90.0,48.0,17,1.26,59
2015-08-25,34,107.0,58.0,14,1.2,48
2015-08-26,32,91.0,42.0,10,1.03,54
2015-08-27,28,68.0,36.0,6,0.94,56
2015-08-28,33,82.0,44.0,10,1.1,54
2015-08-29,38,102.0,59.0,14,1.08,53
2015-08-30,37,102.0,51.0,11,1.07,59
2015-08-31,28,69.0,25.0,14,0.81,65
2015-09-01,28,64.0,30.0,10,1.17,68
2015-09-02,29,54.0,29.0,5,0.86,55
2015-09-03,33,45.0,37.0,5,0.95,31
2015-09-04,26,43.0,37.0,9,0.99,48
2015-09-05,33,94.0,49.0,13,1.15,44
2015-09-06,32,91.0,47.0,18,1.06,49
2015-09-07,27,65.0,30.0,9,0.76,56
2015-09-08,29,36.0,23.0,9,0.88,51
2015-09-09,20,24.0,27.0,7,0.87,52
2015-09-10,18,31.0,30.0,9,0.76,42
2015-09-11,26,59.0,52.0,10,0.89,27
2015-09-12,28,65.0,45.0,12,1.5,38
2015-09-13,27,70.0,49.0,15,0.95,66
2015-09-14,38,99.0,59.0,17,1.08,45
2015-09-15,26,67.0,33.0,10,0.91,39
2015-09-16,35,71.0,31.0,10,0.82,36
2015-09-17,39,99.0,48.0,18,1.11,26
2015-09-18,40,100.0,48.0,12,1.28,33
2015-09-19,41,101.0,45.0,11,1.25,9
2015-09-20,25,59.0,23.0,8,0.95,55
2015-09-21,42,117.0,27.0,22,1.21,35
2015-09-22,28,61.0,29.0,11,0.82,56
2015-09-23,53,115.0,62.0,13,1.32,13
2015-09-24,53,79.0,44.0,11,1.12,40
2015-09-25,49,163.0,53.0,13,0.99,49
2015-09-26,57,140.0,72.0,18,1.36,49
2015-09-27,33,67.0,37.0,12,0.84,39
2015-09-28,30,59.0,36.0,10,0.85,46
2015-09-29,46,71.0,51.0,12,1.1,39
2015-09-30,40,114.0,36.0,20,0.91,27
2015-10-01,40,170.0,51.0,16,1.0,34
2015-10-02,39,115.0,50.0,18,0.97,44
2015-10-03,39,142.0,58.0,17,0.94,38
2015-10-04,43,122.0,61.0,17,1.08,49
2015-10-05,35,110.0,42.0,16,1.06,45
2015-10-06,29,80.0,41.0,15,1.1,34
2015-10-07,47,140.0,38.0,19,0.94,42
2015-10-08,27,87.0,28.0,11,0.78,54
2015-10-09,36,102.0,53.0,16,1.11,45
2015-10-10,34,106.0,60.0,18,0.93,39
2015-10-11,33,103.0,62.0,17,1.01,34
2015-10-12,42,115.0,64.0,20,1.12,46
2015-10-13,41,83.0,54.0,13,0.99,53
2015-10-14,42,110.0,73.0,22,1.29,43
2015-10-15,60,145.0,76.0,24,1.62,39
2015-10-16,48,108.0,21.0,14,1.03,46
2015-10-17,23,75.0,21.0,10,0.74,48
2015-10-18,45,108.0,39.0,14,1.32,58
2015-10-19,61,157.0,52.0,21,1.78,30
2015-10-20,58,146.0,44.0,21,1.46,32
2015-10-21,24,64.0,11.0,11,0.57,44
2015-10-22,24,48.0,28.0,8,0.95,32
2015-10-23,45,79.0,42.0,11,1.1,30
2015-10-24,35,57.0,30.0,8,1.06,34
2015-10-25,29,51.0,27.0,8,0.95,33
2015-10-26,20,47.0,23.0,9,0.73,46
2015-10-27,49,88.0,46.0,16,1.07,32
2015-10-28,68,115.0,50.0,23,1.35,22
2015-10-29,25,64.0,42.0,25,0.82,38
2015-10-30,31,70.0,30.0,23,0.79,41
2015-10-31,40,57.0,45.0,18,1.18,42
2015-11-01,71,131.0,88.0,34,2.14,32
2015-11-02,51,102.0,50.0,22,1.61,27
2015-11-03,37,74.0,30.0,16,1.39,44
2015-11-04,24,95.0,28.0,22,0.95,39
2015-11-05,35,96.0,37.0,20,1.18,21
2015-11-06,32,48.0,22.0,23,0.9,33
2015-11-07,38,87.0,28.0,11,1.09,36
2015-11-08,64,132.0,52.0,19,1.89,23
2015-11-09,83,143.0,77.0,22,2.22,32
2015-11-10,68,116.0,63.0,23,1.86,26
2015-11-11,56,92.0,59.0,21,1.59,19
2015-11-12,47,78.0,58.0,17,1.8,25
2015-11-13,61,128.0,78.0,29,2.3,24
2015-11-14,39,95.0,39.0,24,1.57,23
2015-11-15,44,146.0,48.0,29,1.34,43
2015-11-16,41,144.0,48.0,25,1.44,29
2015-11-17,40,101.0,40.0,23,1.1,31
2015-11-18,69,110.0,45.0,19,1.38,25
2015-11-19,63,114.0,44.0,35,1.42,18
2015-11-20,76,145.0,77.0,31,2.23,20
2015-11-21,84,142.0,80.0,33,2.23,27
2015-11-22,65,113.0,51.0,25,1.58,32
2015-11-23,28,79.0,32.0,29,0.85,31
2015-11-24,23,45.0,29.0,20,0.77,35
2015-11-25,40,84.0,53.0,25,1.59,17
2015-11-26,85,169.0,87.0,30,2.3,24
2015-11-27,91,192.0,90.0,30,2.42,23
2015-11-28,89,175.0,90.0,35,2.39,22
2015-11-29,91,200.0,90.5,36,2.72,24
2015-11-30,91,214.5,90.5,38,3.01,31
2015-12-01,64,158.0,62.0,24,1.82,32
2015-12-02,32,123.0,46.0,21,1.19,34
2015-12-03,35,100.0,61.0,29,1.43,21
2015-12-04,56,141.0,70.0,37,2.12,17
2015-12-05,91,190.0,69.0,38,3.01,13
2015-12-06,91,186.0,79.0,38,2.75,29
2015-12-07,91,195.0,90.0,38,2.98,16
2015-12-08,87,164.0,80.0,38,2.69,17
2015-12-09,83,145.0,81.0,36,2.43,20
2015-12-10,77,136.0,85.0,33,2.22,28
2015-12-11,91,160.0,90.5,32,2.77,25
2015-12-12,40,58.0,28.0,13,1.08,34
2015-12-13,24,34.0,28.0,16,0.85,48
2015-12-14,43,71.0,51.0,21,1.3,32
2015-12-15,40,73.0,37.0,27,1.34,29
2015-12-16,42,81.0,45.0,24,1.48,25
2015-12-17,72,121.0,48.0,29,1.77,21
2015-12-18,72,122.0,75.0,31,1.95,25
2015-12-19,77,126.0,75.0,31,2.12,24
2015-12-20,91,149.0,87.0,30,2.22,23
2015-12-21,91,157.0,90.5,30,2.44,26
2015-12-22,89,132.0,81.0,27,1.97,27
2015-12-23,85,130.0,74.0,36,2.05,21
2015-12-24,70,113.0,66.0,33,2.04,24
2015-12-25,90,149.0,77.0,38,2.69,24
2015-12-26,91,171.0,90.5,38,3.26,15
2015-12-27,48,90.0,25.0,38,2.78,19
2015-12-28,60,117.0,40.0,38,2.86,20
2015-12-29,82,134.0,51.0,38,3.07,26
2015-12-30,91,173.0,59.0,38,3.11,26
2015-12-31,91,174.0,68.0,38,3.29,23
2016-01-01,91,178.0,90.5,38,3.64,29
2016-01-02,74,118.0,83.0,38,3.34,29
2016-01-03,69,125.0,75.0,38,2.99,24
2016-01-04,73,134.0,69.0,38,2.51,29
2016-01-05,38,83.0,59.0,32,1.58,30
2016-01-06,55,103.0,57.0,33,1.86,26
2016-01-07,54,98.0,62.0,38,1.96,31
2016-01-08,81,132.0,76.0,38,2.44,30
2016-01-09,91,146.0,76.0,34,2.55,28
2016-01-10,76,118.0,56.0,35,1.87,32
2016-01-11,45,82.0,35.0,21,1.24,41
2016-01-12,39,79.0,35.0,24,1.13,36
2016-01-13,59,105.0,55.0,31,1.53,34
2016-01-14,60,110.0,72.0,31,1.77,29
2016-01-15,91,166.0,90.5,38,2.67,31
2016-01-16,88,151.0,79.0,38,2.23,35
2016-01-17,50,197.0,60.0,23,1.46,34
2016-01-18,41,99.0,56.0,29,1.42,37
2016-01-19,54,135.0,52.0,34,1.65,33
2016-01-20,29,73.0,50.0,25,1.29,32
2016-01-21,40,107.0,43.0,31,1.51,35
2016-01-22,12,38.0,15.0,14,0.68,57
2016-01-23,20,61.0,31.0,16,0.9,47
2016-01-24,23,53.0,42.0,24,1.11,43
2016-01-25,60,102.0,62.0,34,1.92,32
2016-01-26,66,113.0,58.0,38,2.12,31
2016-01-27,82,127.0,46.0,38,2.3,33
2016-01-28,75,116.0,55.0,37,2.1,36
2016-01-29,91,139.0,62.0,38,2.39,42
2016-01-30,86,129.0,38.0,38,1.68,38
2016-01-31,35,78.0,25.0,28,1.01,51
2016-02-01,48,86.0,37.0,34,1.37,45
2016-02-02,75,124.0,56.0,34,1.97,34
2016-02-03,74,116.0,49.0,34,1.7,39
2016-02-04,59,114.0,42.0,25,1.33,52
2016-02-05,38,98.0,33.0,18,1.05,43
2016-02-06,45,87.0,52.0,23,1.44,36
2016-02-07,75,128.0,70.0,38,2.11,43
2016-02-08,91,153.0,67.0,38,2.25,45
2016-02-09,77,122.0,67.0,37,2.3,43
2016-02-10,84,127.0,72.0,37,2.48,48
2016-02-11,78,137.0,50.0,29,2.0,52
2016-02-12,28,117.0,12.0,11,0.58,65
2016-02-13,15,54.0,16.0,14,0.62,61
2016-02-14,31,61.0,31.0,20,0.96,46
2016-02-15,41,70.0,38.0,20,1.08,52
2016-02-16,56,89.0,49.0,23,1.3,50
2016-02-17,68,109.0,59.0,27,1.61,46
2016-02-18,73,214.5,44.0,26,1.17,44
2016-02-19,81,214.5,23.0,11,0.64,67
2016-02-20,88,214.5,42.0,16,1.01,52
2016-02-21,62,214.5,48.0,25,1.21,38
2016-02-22,59,205.0,38.0,22,1.1,47
2016-02-23,57,182.0,38.0,16,0.91,59
2016-02-24,45,113.0,39.0,15,1.02,62
2016-02-25,40,89.0,42.0,16,1.04,55
2016-02-26,46,90.0,60.0,20,1.49,49
2016-02-27,47,103.0,48.0,20,1.32,51
2016-02-28,77,214.5,41.0,14,0.99,40
2016-02-29,35,92.0,61.0,23,1.53,51
2016-03-01,32,82.0,38.0,19,1.21,59
2016-03-02,26,71.0,46.0,15,1.42,51
2016-03-03,33,72.0,58.0,27,1.63,64
2016-03-04,54,214.5,32.0,11,0.93,57
2016-03-05,41,206.0,38.0,13,0.97,55
2016-03-06,61,214.5,49.0,21,1.3,54
2016-03-07,66,214.5,46.0,19,1.21,64
2016-03-08,53,214.5,41.0,20,1.2,63
2016-03-09,58,214.5,16.0,17,0.82,64
2016-03-10,42,90.0,30.0,12,1.07,59
2016-03-11,53,124.0,43.0,16,1.3,62
2016-03-12,82,214.5,32.0,12,1.03,55
2016-03-13,41,109.0,39.0,11,1.05,61
2016-03-14,49,121.0,46.0,15,1.17,60
2016-03-15,42,114.0,50.0,14,1.0,67
2016-03-16,42,92.0,37.0,13,1.02,66
2016-03-17,47,154.0,46.0,10,0.96,60
2016-03-18,68,210.0,71.0,19,1.49,62
2016-03-19,54,154.0,41.0,10,1.05,75
2016-03-20,67,171.0,46.0,12,1.32,66
2016-03-21,30,48.0,33.0,9,1.41,64
2016-03-22,57,125.0,39.0,10,1.17,64
2016-03-23,41,82.0,28.0,7,0.91,72
2016-03-24,26,54.0,36.0,6,0.86,67
2016-03-25,33,69.0,44.0,9,0.93,56
2016-03-26,25,84.0,49.0,8,0.91,64
2016-03-27,32,96.0,58.0,10,1.05,60
2016-03-28,36,129.0,50.0,10,0.99,65
2016-03-29,35,118.0,51.0,10,0.98,61
2016-03-30,39,116.0,62.0,11,1.12,64
2016-03-31,44,140.0,74.0,14,1.32,71
2016-04-01,59,214.5,32.0,8,0.75,78
2016-04-02,27,114.0,25.0,15,0.76,71
2016-04-03,34,153.0,36.0,15,1.0,76
2016-04-04,38,125.0,40.0,13,1.07,75
2016-04-05,36,82.0,38.0,10,0.98,79
2016-04-06,33,79.0,35.0,5,0.92,65
2016-04-07,32,102.0,37.0,8,0.95,80
2016-04-08,24,92.0,37.0,7,1.01,67
2016-04-09,25,61.0,42.0,7,1.02,69
2016-04-10,40,117.0,62.0,14,0.96,73
2016-04-11,41,125.0,48.0,13,0.91,77
2016-04-12,34,124.0,32.0,9,0.67,74
2016-04-13,37,118.0,40.0,7,0.83,65
2016-04-14,30,89.0,45.0,9,0.79,77
2016-04-15,25,86.0,20.0,4,0.58,85
2016-04-16,22,48.0,21.0,3,0.58,84
2016-04-17,19,51.0,30.0,3,0.6,94
2016-04-18,40,118.0,66.0,12,1.12,83
2016-04-19,31,102.0,39.0,7,0.76,73
2016-04-20,34,125.0,46.0,10,0.84,72
2016-04-21,31,102.0,48.0,12,0.89,83
2016-04-22,33,114.0,50.0,9,0.85,67
2016-04-23,26,47.0,35.0,4,0.76,81
2016-04-24,38,89.0,52.0,7,0.97,96
2016-04-25,34,106.0,33.0,5,0.87,84
2016-04-26,30,71.0,30.0,4,0.63,95
2016-04-27,41,87.0,54.0,9,0.9,98
2016-04-28,49,132.0,63.0,15,0.94,94
2016-04-29,49,137.0,56.0,15,0.97,88
2016-04-30,44,115.0,43.0,9,0.8,91
2016-05-01,74,214.5,33.0,11,0.67,82
2016-05-02,24,50.0,24.0,4,0.57,130
2016-05-03,50,131.0,61.0,11,0.96,97
2016-05-04,66,190.0,49.0,16,0.95,103
2016-05-05,52,147.0,23.0,9,0.6,95
2016-05-06,47,144.0,17.0,13,0.66,75
2016-05-07,49,109.0,37.0,8,0.77,70
2016-05-08,64,172.0,47.0,16,0.87,69
2016-05-09,35,90.0,26.0,8,0.66,94
2016-05-10,48,117.0,59.0,12,0.98,92
2016-05-11,91,214.5,53.0,18,1.03,87
2016-05-12,32,105.0,18.0,6,0.5,133
2016-05-13,33,132.0,36.0,10,0.72,95
2016-05-14,32,71.0,27.0,4,0.63,88
2016-05-15,60,161.0,53.0,11,0.69,77
2016-05-16,39,81.0,59.0,11,0.89,77
2016-05-17,44,78.0,27.0,6,0.74,87
2016-05-18,41,73.0,47.0,9,0.85,84
2016-05-19,28,62.0,31.0,9,0.73,105
2016-05-20,75,184.0,14.0,11,0.56,82
2016-05-21,24,37.0,20.0,5,0.66,62
2016-05-22,19,26.0,18.0,7,0.59,62
2016-05-23,21,33.0,29.0,5,0.73,89
2016-05-24,39,92.0,30.0,14,0.79,82
2016-05-25,21,43.0,18.0,4,0.51,78
2016-05-26,24,44.0,28.0,4,0.6,82
2016-05-27,31,72.0,35.0,7,0.73,101
2016-05-28,52,118.0,60.0,15,1.12,68
2016-05-29,43,96.0,50.0,12,0.96,94
2016-05-30,32,76.0,35.0,7,0.82,92
2016-05-31,39,82.0,33.0,8,0.81,82
2016-06-01,49,93.0,48.0,9,0.89,62
2016-06-02,42,86.0,44.0,10,0.78,68
2016-06-03,39,100.0,52.0,13,0.78,87
2016-06-04,22,52.0,32.0,7,0.62,66
2016-06-05,31,84.0,50.0,11,0.83,85
2016-06-06,35,95.0,55.0,13,0.84,67
2016-06-07,28,55.0,32.0,8,0.78,89
2016-06-08,19,40.0,24.0,5,0.7,86
2016-06-09,25,57.0,38.0,9,0.71,62
2016-06-10,29,70.0,42.0,9,0.84,72
2016-06-11,48,125.0,43.0,12,0.8,57
2016-06-12,31,69.0,48.0,7,0.81,75
2016-06-13,30,93.0,50.0,8,0.82,71
2016-06-14,49,166.0,24.0,7,0.56,49
2016-06-15,27,61.0,21.0,10,0.62,50
2016-06-16,30,83.0,47.0,10,0.97,81
2016-06-17,35,105.0,55.0,14,0.95,66
2016-06-18,53,138.0,77.0,21,1.31,59
2016-06-19,40,99.0,48.0,12,0.97,79
2016-06-20,33,72.0,39.0,7,0.81,56
2016-06-21,43,85.0,41.0,8,0.95,82
2016-06-22,50,104.0,58.0,21,1.08,79
2016-06-23,32,53.0,25.0,8,0.79,74
2016-06-24,46,94.0,58.0,7,1.06,55
2016-06-25,30,67.0,40.0,6,0.84,86
2016-06-26,36,81.0,28.0,4,0.8,88
2016-06-27,59,168.0,42.0,9,0.9,81
2016-06-28,35,101.0,71.0,8,1.07,59
2016-06-29,44,125.0,58.0,17,1.11,94
2016-06-30,27,80.0,44.0,8,0.9,73
2016-07-01,33,100.0,46.0,11,0.9,83
2016-07-02,37,99.0,53.0,12,0.84,105
2016-07-03,26,90.0,41.0,10,0.87,112
2016-07-04,33,96.0,36.0,8,0.94,99
2016-07-05,31,79.0,19.0,4,0.75,80
2016-07-06,24,60.0,21.0,4,0.76,68
2016-07-07,20,55.0,21.0,4,0.81,63
2016-07-08,20,55.0,23.0,5,0.7,56
2016-07-09,36,92.0,26.0,4,0.93,45
2016-07-10,35,61.0,19.0,5,0.77,44
2016-07-11,20,30.0,21.0,4,0.75,57
2016-07-12,31,56.0,34.0,5,0.94,81
2016-07-13,24,60.0,38.0,4,0.84,63
2016-07-14,30,68.0,42.0,5,0.92,64
2016-07-15,28,83.0,45.0,9,1.01,87
2016-07-16,24,76.0,39.0,8,0.84,72
2016-07-17,34,111.0,51.0,11,0.98,74
2016-07-18,22,39.0,24.0,4,0.86,82
2016-07-19,33,71.0,42.0,7,1.0,88
2016-07-20,32,81.0,44.0,7,1.0,89
2016-07-21,48,136.0,46.0,9,0.97,73
2016-07-22,51,112.0,33.0,5,0.97,93
2016-07-23,23,64.0,33.0,5,0.94,91
2016-07-24,18,36.0,14.0,4,0.76,98
2016-07-25,31,73.0,39.0,6,0.91,60
2016-07-26,30,75.0,38.0,5,0.96,90
2016-07-27,32,94.0,43.0,9,0.93,93
2016-07-28,28,82.0,49.0,10,1.02,96
2016-07-29,31,91.0,42.0,9,1.19,91
2016-07-30,26,61.0,22.0,4,0.89,85
2016-07-31,20,54.0,17.0,5,0.87,89
2016-08-01,19,56.0,18.0,4,0.86,89
2016-08-02,19,61.0,21.0,4,0.93,78
2016-08-03,23,64.0,20.0,3,0.77,83
2016-08-04,28,68.0,21.0,5,0.67,88
2016-08-05,27,82.0,32.0,6,0.76,90
2016-08-06,37,101.0,43.0,10,0.94,95
2016-08-07,39,112.0,51.0,11,0.98,103
2016-08-08,25,75.0,26.0,4,0.99,115
2016-08-09,26,71.0,19.0,4,0.97,102
2016-08-10,39,147.0,19.0,5,0.85,89
2016-08-11,23,66.0,23.0,6,1.01,87
2016-08-12,32,91.0,23.0,6,0.93,84
2016-08-13,27,78.0,22.0,7,0.97,86
2016-08-14,32,74.0,18.0,6,0.85,83
2016-08-15,33,56.0,35.0,3,0.88,77
2016-08-16,46,98.0,52.0,4,1.22,82
2016-08-17,32,76.0,31.0,4,1.18,82
2016-08-18,22,49.0,15.0,9,0.81,72
2016-08-19,17,38.0,17.0,8,0.86,80
2016-08-20,24,55.0,21.0,10,0.92,74
2016-08-21,46,96.0,29.0,9,1.11,89
2016-08-22,41,76.0,20.0,5,1.15,83
2016-08-23,18,32.0,21.0,4,0.76,55
2016-08-24,23,42.0,25.0,4,0.95,49
2016-08-25,16,30.0,14.0,3,0.98,78
2016-08-26,22,53.0,31.0,8,0.91,67
2016-08-27,29,78.0,44.0,6,1.04,57
2016-08-28,31,87.0,46.0,6,0.99,83
2016-08-29,30,59.0,30.0,4,0.96,67
2016-08-30,32,77.0,50.0,5,0.98,72
2016-08-31,43,119.0,64.0,9,1.17,54
2016-09-01,42,106.0,58.0,9,1.16,72
2016-09-02,38,115.0,56.0,12,1.06,53
2016-09-03,40,96.0,49.0,6,0.94,66
2016-09-04,45,120.0,56.0,8,1.07,67
2016-09-05,37,104.0,52.0,11,0.93,60
2016-09-06,23,44.0,35.0,5,0.83,88
2016-09-07,38,103.0,67.0,10,1.15,67
2016-09-08,39,105.0,56.0,10,1.09,70
2016-09-09,24,52.0,34.0,5,0.82,92
2016-09-10,37,94.0,52.0,8,1.02,56
2016-09-11,36,91.0,46.0,12,0.96,71
2016-09-12,26,47.0,36.0,4,0.82,79
2016-09-13,34,79.0,49.0,6,1.04,65
2016-09-14,43,87.0,45.0,6,1.06,63
2016-09-15,39,77.0,48.0,6,1.11,70
2016-09-16,37,84.0,41.0,6,0.97,76
2016-09-17,29,59.0,25.0,6,0.88,85
2016-09-18,34,58.0,35.0,4,0.87,61
2016-09-19,44,95.0,49.0,7,1.01,56
2016-09-20,37,91.0,54.0,8,1.04,68
2016-09-21,36,102.0,60.0,8,1.18,56
2016-09-22,40,122.0,59.0,9,1.3,45
2016-09-23,45,113.0,63.0,11,1.29,49
2016-09-24,41,108.0,58.0,12,1.25,51
2016-09-25,29,80.0,50.0,7,1.19,61
2016-09-26,35,107.0,36.0,8,1.06,64
2016-09-27,32,86.0,22.0,5,0.79,63
2016-09-28,39,83.0,42.0,7,1.16,57
2016-09-29,41,95.0,55.0,10,1.08,44
2016-09-30,42,106.0,65.0,14,1.31,59
2016-10-01,38,105.0,51.0,12,1.23,56
2016-10-02,36,127.0,66.0,14,1.27,58
2016-10-03,68,214.5,43.0,18,1.18,70
2016-10-04,32,111.0,22.0,5,0.71,73
2016-10-05,35,106.0,41.0,10,0.92,51
2016-10-06,29,62.0,32.0,14,0.91,49
2016-10-07,25,75.0,26.0,17,0.52,65
2016-10-08,38,116.0,54.0,12,0.97,48
2016-10-09,37,67.0,38.0,7,0.95,66
2016-10-10,43,87.0,54.0,12,1.17,38
2016-10-11,66,126.0,69.0,13,1.3,26
2016-10-12,53,110.0,59.0,17,1.21,35
2016-10-13,46,109.0,53.0,14,1.14,49
2016-10-14,33,70.0,44.0,10,0.91,35
2016-10-15,51,106.0,56.0,13,1.3,46
2016-10-16,35,102.0,45.0,10,0.81,53
2016-10-17,49,119.0,61.0,14,1.52,43
2016-10-18,50,140.0,62.0,18,1.44,44
2016-10-19,45,115.0,49.0,15,1.18,32
2016-10-20,52,160.0,31.0,15,1.05,49
2016-10-21,49,173.0,19.0,13,0.56,77
2016-10-22,28,51.0,31.0,9,0.79,50
2016-10-23,56,100.0,51.0,13,1.14,22
2016-10-24,34,56.0,34.0,11,0.8,47
2016-10-25,38,81.0,46.0,15,1.01,36
2016-10-26,47,97.0,55.0,15,1.04,40
2016-10-27,30,58.0,20.0,11,0.52,63
2016-10-28,20,36.0,26.0,12,0.61,58
2016-10-29,39,71.0,41.0,10,0.97,42
2016-10-30,49,101.0,37.0,15,1.19,43
2016-10-31,51,141.0,62.0,18,1.38,35
2016-11-01,63,156.0,65.0,22,1.68,31
2016-11-02,76,174.0,85.0,28,2.02,35
2016-11-03,91,209.0,90.5,29,2.4,44
2016-11-04,91,212.0,90.5,27,2.4,34
2016-11-05,91,206.0,90.5,30,2.31,30
2016-11-06,51,151.0,47.0,22,0.96,57
2016-11-07,54,191.0,31.0,14,0.74,64
2016-11-08,68,192.0,65.0,25,1.35,34
2016-11-09,71,191.0,73.0,29,1.67,37
2016-11-10,91,214.5,88.0,32,1.9,47
2016-11-11,91,214.5,78.0,33,2.03,31
2016-11-12,90,214.5,83.0,38,2.09,36
2016-11-13,91,214.5,90.5,38,2.24,30
2016-11-14,66,184.0,80.0,38,1.77,39
2016-11-15,91,205.0,90.5,38,2.48,43
2016-11-16,91,214.5,90.5,38,2.6,42
2016-11-17,91,214.5,90.5,38,2.9,33
2016-11-18,91,214.5,87.0,32,2.25,53
2016-11-19,79,214.5,57.0,22,1.22,44
2016-11-20,89,214.5,90.0,38,2.24,32
2016-11-21,44,153.0,33.0,24,0.65,51
2016-11-22,32,88.0,29.0,18,0.77,46
2016-11-23,47,112.0,47.0,35,1.27,32
2016-11-24,62,139.0,53.0,38,1.42,33
2016-11-25,62,188.0,48.0,38,1.11,37
2016-11-26,91,214.5,75.0,38,2.01,31
2016-11-27,91,214.5,86.0,38,2.51,32
2016-11-28,76,181.0,55.0,38,1.72,40
2016-11-29,49,143.0,50.0,29,1.14,49
2016-11-30,79,189.0,84.0,38,2.22,37
2016-12-01,91,201.0,90.5,38,2.55,33
2016-12-02,91,198.0,90.5,34,2.55,29
2016-12-03,91,214.5,90.5,38,2.79,31
2016-12-04,91,214.5,90.5,38,3.19,37
2016-12-05,54,146.0,59.0,25,1.33,44
2016-12-06,70,173.0,88.0,38,2.43,32
2016-12-07,91,189.0,90.5,38,2.75,34
2016-12-08,91,213.0,90.5,38,2.92,28
2016-12-09,91,193.0,90.5,38,2.69,27
2016-12-10,91,191.0,90.5,38,2.63,40
2016-12-11,91,214.0,90.5,29,2.81,37
2016-12-12,74,167.0,66.0,24,1.62,29
2016-12-13,83,182.0,75.0,29,2.08,29
2016-12-14,73,155.0,78.0,30,2.03,23
2016-12-15,69,146.0,77.0,33,2.03,25
2016-12-16,91,174.0,90.5,34,2.53,30
2016-12-17,91,195.0,90.5,38,2.71,26
2016-12-18,91,214.0,90.5,38,3.18,34
2016-12-19,91,207.0,90.5,38,2.93,29
2016-12-20,91,214.5,73.0,37,2.31,39
2016-12-21,67,214.5,52.0,23,1.27,39
2016-12-22,75,214.5,77.0,38,2.44,16
2016-12-23,91,214.5,90.5,38,2.78,31
2016-12-24,85,167.0,81.0,38,2.4,42
2016-12-25,45,132.0,37.0,22,1.0,49
2016-12-26,34,97.0,33.0,20,0.9,55
2016-12-27,68,139.0,81.0,34,2.09,44
2016-12-28,61,126.0,70.0,35,2.02,34
2016-12-29,50,111.0,74.0,38,1.94,24
2016-12-30,84,151.0,85.0,38,2.53,29
2016-12-31,91,160.0,90.5,38,2.82,24
2017-01-01,68,126.0,73.0,38,2.18,22
2017-01-02,91,157.0,86.0,38,2.62,30
2017-01-03,91,178.0,90.5,38,3.08,29
2017-01-04,91,210.0,90.5,38,3.53,31
2017-01-05,91,201.0,90.5,38,3.15,34
2017-01-06,51,116.0,53.0,33,1.26,45
2017-01-07,47,91.0,65.0,31,1.61,36
2017-01-08,44,84.0,52.0,31,1.32,42
2017-01-09,31,56.0,41.0,28,0.97,50
2017-01-10,25,47.0,28.0,20,0.75,65
2017-01-11,52,91.0,61.0,31,1.55,28
2017-01-12,86,142.0,78.0,36,2.14,32
2017-01-13,91,163.0,84.0,38,2.17,33
2017-01-14,87,149.0,74.0,38,1.89,43
2017-01-15,55,119.0,56.0,38,1.27,53
2017-01-16,39,107.0,50.0,34,0.98,50
2017-01-17,39,83.0,45.0,30,1.0,52
2017-01-18,59,113.0,55.0,36,1.3,50
2017-01-19,74,214.5,40.0,23,0.89,65
2017-01-20,71,214.5,63.0,38,1.67,35
2017-01-21,60,145.0,70.0,38,1.97,38
