日期,PM2.5,PM10,NO2,SO2,CO,O3
2017-01-22,54,118.0,70.0,38,1.93,40
2017-01-23,78,147.0,83.0,38,2.51,37
2017-01-24,91,167.0,90.5,38,2.79,39
2017-01-25,91,214.5,77.0,38,2.39,45
2017-01-26,91,214.5,28.0,15,0.68,58
2017-01-27,63,214.5,49.0,27,1.4,44
2017-01-28,56,214.5,30.0,28,0.9,56
2017-01-29,35,152.0,27.0,18,0.8,66
2017-01-30,37,133.0,31.0,28,1.04,56
2017-01-31,39,120.0,37.0,27,1.11,52
2017-02-01,46,109.0,46.0,32,1.44,43
2017-02-02,63,115.0,45.0,19,1.67,50
2017-02-03,66,121.0,51.0,27,1.66,46
2017-02-04,59,121.0,68.0,29,1.84,49
2017-02-05,83,150.0,85.0,36,2.31,51
2017-02-06,62,144.0,38.0,30,1.4,46
2017-02-07,30,121.0,19.0,14,0.6,76
2017-02-08,33,71.0,29.0,14,0.76,68
2017-02-09,61,100.0,46.0,15,1.23,55
2017-02-10,30,58.0,34.0,24,0.83,70
2017-02-11,59,104.0,64.0,27,1.64,55
2017-02-12,91,152.0,81.0,28,2.15,49
2017-02-13,81,139.0,71.0,32,1.91,65
2017-02-14,61,114.0,72.0,25,1.92,52
2017-02-15,68,148.0,68.0,27,2.06,61
2017-02-16,50,211.0,42.0,23,1.36,54
2017-02-17,50,179.0,49.0,22,1.35,53
2017-02-18,66,181.0,72.0,31,2.08,53
2017-02-19,76,186.0,75.0,34,2.24,53
2017-02-20,62,214.5,41.0,21,1.4,65
2017-02-21,70,214.5,25.0,22,0.73,63
2017-02-22,52,182.0,32.0,23,0.78,66
2017-02-23,52,124.0,49.0,17,1.21,62
2017-02-24,64,121.0,51.0,16,1.3,71
2017-02-25,37,74.0,43.0,19,1.01,75
2017-02-26,46,90.0,50.0,24,1.22,77
2017-02-27,53,105.0,53.0,25,1.33,78
2017-02-28,34,125.0,33.0,16,0.81,90
2017-03-01,50,214.5,42.0,11,0.82,78
2017-03-02,42,146.0,54.0,22,1.22,67
2017-03-03,46,150.0,57.0,23,1.26,67
2017-03-04,44,104.0,52.0,20,1.12,62
2017-03-05,30,62.0,35.0,12,0.75,81
2017-03-06,39,83.0,49.0,16,1.11,69
2017-03-07,30,64.0,40.0,17,0.79,88
2017-03-08,43,90.0,58.0,21,1.16,72
2017-03-09,43,88.0,50.0,25,1.09,66
2017-03-10,44,77.0,40.0,14,1.08,58
2017-03-11,45,72.0,35.0,15,0.82,88
2017-03-12,43,64.0,33.0,12,0.83,76
2017-03-13,43,66.0,32.0,15,0.83,81
2017-03-14,48,67.0,44.0,11,1.04,73
2017-03-15,56,89.0,53.0,12,1.23,79
2017-03-16,79,131.0,59.0,15,1.41,85
2017-03-17,45,82.0,34.0,10,0.93,76
2017-03-18,59,107.0,55.0,14,1.46,60
2017-03-19,46,71.0,39.0,8,1.27,76
2017-03-20,48,113.0,51.0,14,1.3,65
2017-03-21,41,91.0,47.0,11,1.17,65
2017-03-22,46,91.0,50.0,12,1.28,50
2017-03-23,40,83.0,29.0,8,0.68,70
2017-03-24,45,129.0,33.0,11,0.71,64
2017-03-25,32,129.0,25.0,9,0.58,83
2017-03-26,43,162.0,54.0,13,0.96,67
2017-03-27,54,179.0,56.0,18,1.19,71
2017-03-28,84,214.5,41.0,12,0.83,64
2017-03-29,58,198.0,45.0,16,0.96,64
2017-03-30,28,67.0,29.0,9,0.65,83
2017-03-31,28,67.0,33.0,15,0.7,83
2017-04-01,34,100.0,55.0,13,0.85,66
2017-04-02,40,106.0,50.0,11,0.9,62
2017-04-03,45,83.0,46.0,8,0.94,54
2017-04-04,60,103.0,47.0,10,1.07,70
2017-04-05,55,138.0,66.0,14,1.07,72
2017-04-06,48,141.0,38.0,8,0.79,76
2017-04-07,66,206.0,31.0,12,0.71,70
2017-04-08,32,50.0,23.0,6,0.62,56
2017-04-09,39,58.0,31.0,6,0.68,49
2017-04-10,39,54.0,30.0,7,0.58,61
2017-04-11,37,67.0,46.0,8,0.78,57
2017-04-12,42,112.0,45.0,10,0.89,60
2017-04-13,47,119.0,54.0,13,0.83,70
2017-04-14,49,162.0,51.0,14,0.84,72
2017-04-15,34,71.0,34.0,5,0.58,81
2017-04-16,45,111.0,40.0,9,0.62,57
2017-04-17,91,214.5,45.0,11,0.75,69
2017-04-18,91,214.5,40.0,7,0.65,71
2017-04-19,32,85.0,21.0,5,0.43,92
2017-04-20,44,134.0,37.0,8,0.61,66
2017-04-21,57,214.5,47.0,8,0.67,67
2017-04-22,42,154.0,51.0,11,0.75,77
2017-04-23,35,120.0,56.0,13,0.79,86
2017-04-23,35,120.0,56.0,13,0.79,86
2017-04-24,40,144.0,50.0,11,0.66,82
2017-04-25,30,67.0,19.0,6,0.49,106
2017-04-26,28,61.0,33.0,5,0.52,73
2017-04-27,36,87.0,46.0,7,0.65,75
2017-04-28,39,111.0,52.0,14,0.76,78
2017-04-29,41,110.0,54.0,16,0.79,88
2017-04-30,37,88.0,28.0,10,0.59,112
2017-05-01,41,119.0,52.0,14,0.8,95
2017-05-02,52,106.0,26.0,5,0.57,91
2017-05-03,69,214.5,28.0,5,0.45,79
2017-05-04,91,214.5,36.0,9,0.56,78
2017-05-05,91,214.5,28.0,7,0.37,81
2017-05-06,88,214.5,46.0,10,0.67,69
2017-05-07,47,109.0,32.0,5,0.57,82
2017-05-08,42,102.0,46.0,12,0.69,91
2017-05-09,47,157.0,43.0,10,0.63,83
2017-05-10,61,187.0,55.0,10,0.7,51
2017-05-11,30,81.0,39.0,9,0.59,82
2017-05-12,37,120.0,55.0,11,0.81,81
2017-05-13,47,159.0,61.0,19,0.82,72
2017-05-14,27,57.0,22.0,4,0.52,111
2017-05-15,27,63.0,36.0,9,0.58,79
2017-05-16,35,86.0,45.0,10,0.65,74
2017-05-17,39,101.0,50.0,12,0.73,79
2017-05-18,30,65.0,38.0,9,0.61,87
2017-05-19,38,108.0,52.0,11,0.7,94
2017-05-20,39,89.0,32.0,6,0.57,88
2017-05-20,39,89.0,32.0,6,0.57,88
2017-05-21,53,164.0,23.0,9,0.45,91
2017-05-22,68,162.0,21.0,4,0.5,80
2017-05-23,36,86.0,23.0,5,0.47,96
2017-05-24,37,85.0,31.0,11,0.56,97
2017-05-25,35,86.0,38.0,9,0.67,81
2017-05-26,37,95.0,48.0,7,0.63,90
2017-05-27,35,102.0,54.0,9,0.69,84
2017-05-28,33,92.0,46.0,9,0.65,104
2017-05-29,58,161.0,38.0,9,0.65,127
2017-05-30,62,207.0,52.0,13,0.77,106
2017-05-31,62,177.0,50.0,13,0.8,82
2017-06-01,43,102.0,36.0,6,0.61,110
2017-06-02,47,123.0,46.0,8,0.63,81
2017-06-03,46,72.0,36.0,8,0.72,88
2017-06-04,37,50.0,29.0,7,0.69,80
2017-06-05,29,51.0,39.0,5,0.71,76
2017-06-06,30,53.0,39.0,6,0.78,75
2017-06-07,32,70.0,36.0,10,0.73,86
2017-06-08,30,61.0,39.0,9,0.71,79
2017-06-09,26,45.0,30.0,5,0.63,89
2017-06-10,41,100.0,44.0,8,0.73,74
2017-06-11,36,106.0,43.0,7,0.69,76
2017-06-12,34,93.0,48.0,9,0.77,76
2017-06-13,29,67.0,37.0,5,0.66,80
2017-06-14,29,63.0,32.0,6,0.67,65
2017-06-15,34,69.0,30.0,11,0.81,84
2017-06-16,37,81.0,44.0,10,0.82,99
2017-06-17,39,94.0,50.0,10,0.73,91
2017-06-18,38,84.0,43.0,9,0.72,92
2017-06-19,41,115.0,53.0,10,0.77,74
2017-06-20,32,74.0,42.0,7,0.71,79
2017-06-21,26,56.0,35.0,5,0.69,82
2017-06-22,32,91.0,43.0,13,0.69,95
2017-06-23,35,125.0,25.0,8,0.46,86
2017-06-24,30,93.0,46.0,12,0.67,77
2017-06-25,32,101.0,49.0,11,0.67,93
2017-06-26,28,90.0,47.0,9,0.71,105
2017-06-27,31,83.0,39.0,7,0.74,105
2017-06-28,36,84.0,33.0,8,0.76,108
2017-06-29,33,80.0,44.0,6,0.76,96
2017-06-30,26,72.0,42.0,7,0.7,100
2017-07-01,24,63.0,38.0,6,0.67,108
2017-07-02,28,95.0,28.0,6,0.59,94
2017-07-03,19,43.0,25.0,8,0.61,100
2017-07-04,32,89.0,50.0,11,0.82,79
2017-07-05,23,49.0,35.0,6,0.66,65
2017-07-06,29,73.0,46.0,15,0.75,79
2017-07-07,30,83.0,56.0,14,0.77,81
2017-07-08,34,110.0,53.0,16,0.76,73
2017-07-09,21,67.0,30.0,8,0.62,99
2017-07-10,24,82.0,41.0,6,0.65,100
2017-07-11,28,93.0,47.0,8,0.73,112
2017-07-12,30,96.0,52.0,14,0.8,100
2017-07-13,35,82.0,36.0,5,0.72,111
2017-07-14,30,93.0,39.0,7,0.72,96
2017-07-15,24,76.0,38.0,6,0.68,101
2017-07-16,26,69.0,35.0,5,0.56,103
2017-07-17,25,56.0,28.0,5,0.61,113
2017-07-18,28,68.0,36.0,8,0.67,108
2017-07-19,29,83.0,41.0,8,0.74,98
2017-07-20,68,213.0,18.0,7,0.61,100
2017-07-21,24,68.0,26.0,6,0.58,95
2017-07-22,32,104.0,15.0,8,0.46,91
2017-07-23,19,57.0,17.0,12,0.53,78
2017-07-24,19,52.0,16.0,10,0.5,95
2017-07-25,31,60.0,27.0,5,0.61,87
2017-07-26,26,48.0,20.0,7,0.58,68
2017-07-27,11,23.0,20.0,4,0.49,82
2017-07-28,18,35.0,25.0,5,0.66,87
2017-07-29,26,66.0,40.0,9,0.73,77
2017-07-30,31,82.0,45.0,9,0.76,89
2017-07-31,23,83.0,34.0,5,0.61,100
2017-08-01,37,115.0,21.0,6,0.52,86
2017-08-02,34,78.0,40.0,8,0.75,92
2017-08-03,28,108.0,43.0,13,0.65,78
2017-08-04,24,60.0,26.0,4,0.6,110
2017-08-05,23,61.0,39.0,6,0.71,59
2017-08-06,21,54.0,36.0,5,0.75,50
2017-08-07,21,47.0,29.0,7,0.62,85
2017-08-08,25,67.0,42.0,7,0.62,62
2017-08-09,20,64.0,41.0,8,0.88,73
2017-08-10,28,93.0,47.0,17,1.0,82
2017-08-11,24,82.0,43.0,9,0.76,79
2017-08-12,20,59.0,30.0,11,0.65,80
2017-08-13,22,47.0,29.0,5,0.7,80
2017-08-14,26,83.0,46.0,9,0.68,74
2017-08-15,25,78.0,44.0,7,0.64,75
2017-08-16,25,85.0,44.0,8,0.6,68
2017-08-17,20,58.0,32.0,5,0.64,63
2017-08-18,22,62.0,35.0,7,0.72,59
2017-08-19,22,62.0,27.0,6,0.64,59
2017-08-20,17,33.0,21.0,3,0.43,74
2017-08-21,26,49.0,36.0,5,0.79,47
2017-08-22,15,25.0,23.0,4,0.58,82
2017-08-23,27,37.0,26.0,5,0.6,65
2017-08-24,37,66.0,45.0,9,0.81,31
2017-08-25,31,44.0,35.0,8,0.67,29
2017-08-26,22,36.0,29.0,5,0.62,60
2017-08-27,29,56.0,41.0,8,0.68,36
2017-08-28,28,46.0,38.0,6,0.55,47
2017-08-29,22,41.0,33.0,6,0.6,57
2017-08-30,34,77.0,44.0,7,0.8,47
2017-08-31,51,112.0,49.0,10,0.88,72
2017-09-01,26,65.0,36.0,7,0.56,65
2017-09-02,34,91.0,50.0,9,0.65,58
2017-09-03,30,92.0,46.0,9,0.61,66
2017-09-04,25,67.0,31.0,8,0.42,60
2017-09-05,26,66.0,38.0,6,0.44,55
2017-09-06,31,84.0,45.0,12,0.74,59
2017-09-07,37,109.0,54.0,14,0.79,61
2017-09-08,26,56.0,50.0,6,0.5,32
2017-09-09,26,68.0,30.0,5,0.3,58
2017-09-10,32,100.0,49.0,12,0.63,59
2017-09-11,40,122.0,59.0,20,0.9,73
2017-09-12,30,94.0,40.0,8,0.7,53
2017-09-13,32,84.0,34.0,6,0.59,52
2017-09-14,39,83.0,41.0,9,0.81,49
2017-09-15,40,86.0,41.0,8,0.62,58
2017-09-16,26,58.0,35.0,7,0.61,82
2017-09-17,39,92.0,43.0,13,0.78,72
2017-09-18,39,73.0,46.0,11,0.73,40
2017-09-19,37,60.0,45.0,6,0.65,49
2017-09-20,43,89.0,53.0,10,0.9,54
2017-09-21,38,88.0,50.0,10,0.79,53
2017-09-22,39,96.0,51.0,20,0.94,52
2017-09-23,31,74.0,42.0,9,0.73,36
2017-09-24,40,96.0,47.0,10,0.86,47
2017-09-25,50,134.0,43.0,12,0.84,58
2017-09-26,39,87.0,29.0,5,0.52,60
2017-09-27,36,82.0,39.0,9,0.63,70
2017-09-28,37,110.0,55.0,15,0.73,67
2017-09-29,33,100.0,51.0,15,0.71,49
2017-09-30,36,97.0,45.0,13,0.79,60
2017-10-01,53,157.0,47.0,12,0.7,83
2017-10-02,50,178.0,17.0,6,0.33,75
2017-10-03,32,61.0,31.0,5,0.57,65
2017-10-05,35,68.0,36.0,9,0.77,45
2017-10-06,29,55.0,29.0,8,0.75,30
2017-10-07,28,64.0,32.0,9,0.77,54
2017-10-08,29,68.0,16.0,5,0.47,73
2017-10-09,19,30.0,21.0,4,0.42,60
2017-10-10,39,54.0,35.0,9,0.74,45
2017-10-11,57,83.0,40.0,16,0.98,40
2017-10-12,46,91.0,50.0,12,0.96,37
2017-10-13,51,99.0,55.0,18,1.2,21
2017-10-14,51,83.0,51.0,12,1.08,37
2017-10-15,69,129.0,66.0,17,1.51,28
2017-10-16,38,72.0,42.0,8,0.95,30
2017-10-17,25,38.0,33.0,6,0.93,39
2017-10-18,38,69.0,46.0,10,0.98,48
2017-10-19,43,89.0,55.0,11,1.15,37
2017-10-20,44,92.0,46.0,12,1.06,33
2017-10-21,39,107.0,49.0,12,0.97,36
2017-10-22,48,129.0,61.0,20,1.67,31
2017-10-23,37,94.0,49.0,12,1.44,38
2017-10-24,34,66.0,44.0,11,1.14,18
2017-10-25,39,69.0,45.0,13,1.13,29
2017-10-26,50,111.0,66.0,16,1.47,40
2017-10-27,54,131.0,53.0,16,1.5,54
2017-10-28,26,86.0,33.0,12,0.62,59
2017-10-29,41,114.0,44.0,14,0.85,39
2017-10-30,52,129.0,60.0,19,1.73,26
2017-10-31,56,137.0,69.0,24,1.79,25
2017-11-01,65,151.0,80.0,29,2.1,35
2017-11-02,57,143.0,72.0,27,1.94,39
2017-11-03,59,192.0,70.0,30,2.03,35
2017-11-04,68,184.0,75.0,36,2.17,32
2017-11-05,73,158.0,78.0,27,2.14,39
2017-11-06,55,132.0,56.0,25,1.54,42
2017-11-07,50,119.0,67.0,25,1.37,43
2017-11-08,62,153.0,81.0,33,2.13,26
2017-11-09,45,165.0,40.0,16,0.81,46
2017-11-10,41,134.0,47.0,18,1.1,35
2017-11-11,61,143.0,58.0,26,1.84,35
2017-11-12,39,100.0,45.0,19,1.17,48
2017-11-13,38,97.0,52.0,22,1.21,46
2017-11-14,47,116.0,67.0,26,1.42,34
2017-11-15,61,147.0,74.0,32,2.04,24
2017-11-16,82,176.0,78.0,34,2.34,29
2017-11-17,59,121.0,52.0,30,1.37,29
2017-11-18,44,108.0,52.0,36,1.37,22
2017-11-19,37,98.0,38.0,38,0.99,37
2017-11-20,45,124.0,66.0,30,1.43,22
2017-11-21,39,97.0,48.0,33,1.3,38
2017-11-22,39,103.0,62.0,28,1.18,40
2017-11-23,49,128.0,77.0,38,1.59,32
2017-11-24,66,159.0,81.0,38,2.48,22
2017-11-25,70,164.0,80.0,38,2.72,24
2017-11-26,82,183.0,90.5,38,2.9,29
2017-11-27,81,168.0,81.0,38,2.45,25
2017-11-28,55,133.0,67.0,38,1.69,27
2017-11-29,52,138.0,69.0,38,1.8,27
2017-11-30,47,123.0,82.0,38,1.85,32
2017-12-01,75,167.0,90.5,38,2.48,27
2017-12-02,91,190.0,90.5,38,2.71,25
2017-12-03,79,152.0,82.0,38,2.13,33
2017-12-04,41,93.0,65.0,34,1.42,36
2017-12-05,40,101.0,71.0,32,1.79,27
2017-12-06,56,120.0,66.0,38,2.05,25
2017-12-07,41,92.0,56.0,38,1.5,30
2017-12-08,43,100.0,64.0,38,1.93,21
2017-12-09,57,139.0,68.0,38,2.11,28
2017-12-10,59,144.0,83.0,38,2.2,29
2017-12-11,82,175.0,90.5,38,2.9,26
2017-12-12,75,163.0,82.0,38,2.7,27
2017-12-13,88,175.0,81.0,38,2.48,31
2017-12-14,50,124.0,52.0,34,1.43,34
2017-12-15,34,85.0,38.0,29,0.92,50
2017-12-16,30,66.0,45.0,25,1.03,42
2017-12-17,64,131.0,75.0,38,2.42,24
2017-12-18,60,121.0,70.0,38,2.37,22
2017-12-19,73,142.0,84.0,38,2.84,31
2017-12-20,91,185.0,90.5,38,3.68,25
2017-12-21,91,214.5,90.5,38,4.12,26
2017-12-22,91,197.0,90.5,38,3.53,23
2017-12-23,50,141.0,64.0,38,1.78,34
2017-12-24,63,178.0,85.0,38,2.56,25
2017-12-25,76,167.0,90.5,38,2.91,26
2017-12-26,88,177.0,90.5,38,3.65,23
2017-12-27,91,208.0,90.5,38,3.93,29
2017-12-28,91,214.5,77.0,38,2.51,32
2017-12-29,91,214.5,43.0,13,0.96,44
2017-12-30,91,214.5,65.0,22,1.93,23
2017-12-31,91,214.5,79.0,38,2.61,26
2018-01-01,91,214.5,90.0,38,2.74,40
2018-01-02,37,125.0,35.0,20,0.78,51
2018-01-03,65,115.0,46.0,25,1.32,35
2018-01-04,91,130.0,60.0,20,2.01,23
2018-01-05,82,112.0,46.0,14,1.82,24
2018-01-06,67,95.0,28.0,16,1.22,52
2018-01-07,38,87.0,21.0,17,0.67,68
2018-01-08,50,114.0,59.0,28,1.66,40
2018-01-09,73,142.0,81.0,38,2.5,31
2018-01-10,79,151.0,90.5,38,2.83,30
2018-01-11,85,151.0,90.0,38,2.88,28
2018-01-12,91,172.0,90.5,38,3.4,24
2018-01-13,91,187.0,83.0,38,2.96,37
2018-01-14,82,173.0,74.0,38,2.49,30
2018-01-15,73,144.0,53.0,29,1.6,40
2018-01-16,67,165.0,84.0,38,2.63,36
2018-01-17,42,169.0,38.0,19,0.83,53
2018-01-18,60,146.0,75.0,38,2.1,22
2018-01-19,79,170.0,78.0,38,2.65,30
2018-01-20,61,128.0,72.0,38,1.95,28
2018-01-21,49,119.0,61.0,38,1.69,31
2018-01-22,53,135.0,62.0,38,1.85,39
2018-01-23,57,136.0,62.0,38,1.78,38
2018-01-24,62,128.0,56.0,32,1.56,29
2018-01-25,73,129.0,46.0,29,1.38,40
2018-01-26,91,135.0,59.0,35,2.13,37
2018-01-27,78,113.0,32.0,28,1.28,56
2018-01-28,38,92.0,24.0,19,0.73,56
2018-01-29,56,110.0,43.0,24,1.32,39
2018-01-30,41,98.0,25.0,28,0.72,56
2018-01-31,60,169.0,62.0,30,1.91,33
2018-02-01,53,131.0,50.0,32,1.6,45
2018-02-02,35,97.0,38.0,17,1.03,55
2018-02-03,53,115.0,50.0,27,1.62,42
2018-02-04,56,114.0,59.0,29,1.63,41
2018-02-05,77,140.0,70.0,38,2.19,40
2018-02-06,71,127.0,70.0,38,1.95,42
2018-02-07,61,134.0,72.0,38,1.87,34
2018-02-08,60,128.0,62.0,33,2.02,36
2018-02-09,91,214.5,21.0,12,0.67,73
2018-02-10,32,111.0,26.0,11,0.72,68
2018-02-11,51,130.0,53.0,38,1.58,45
2018-02-12,53,119.0,67.0,38,1.99,40
2018-02-13,78,147.0,86.0,38,2.83,38
2018-02-14,62,127.0,66.0,36,1.94,40
2018-02-15,47,98.0,58.0,38,1.79,43
2018-02-16,71,139.0,65.0,38,2.1,50
2018-02-17,39,115.0,25.0,20,0.76,78
2018-02-18,32,75.0,22.0,23,0.8,68
2018-02-19,43,90.0,30.0,21,1.1,64
2018-02-20,35,75.0,18.0,21,0.67,79
2018-02-21,34,51.0,29.0,20,0.93,65
2018-02-22,47,78.0,60.0,31,1.55,52
2018-02-23,39,98.0,44.0,26,1.21,48
2018-02-24,50,203.0,49.0,27,1.3,50
2018-02-25,53,138.0,69.0,36,1.9,58
2018-02-26,53,118.0,64.0,38,1.64,46
2018-02-27,60,104.0,60.0,18,1.62,44
2018-02-28,49,93.0,55.0,32,1.7,60
2018-03-01,32,76.0,56.0,30,1.26,56
2018-03-02,57,119.0,78.0,38,2.13,46
2018-03-03,47,136.0,48.0,31,1.44,53
2018-03-04,34,80.0,33.0,12,0.78,70
2018-03-05,35,65.0,41.0,14,0.98,57
2018-03-06,47,80.0,51.0,19,1.28,50
2018-03-07,53,187.0,42.0,18,0.91,56
2018-03-08,42,128.0,61.0,22,1.29,50
2018-03-09,46,115.0,69.0,31,1.71,48
2018-03-10,47,108.0,71.0,26,1.49,61
2018-03-11,55,120.0,74.0,34,1.7,59
2018-03-12,57,132.0,78.0,29,1.63,63
2018-03-13,49,115.0,74.0,30,1.5,52
2018-03-14,44,109.0,76.0,36,1.49,63
2018-03-15,58,214.5,50.0,19,0.97,59
2018-03-16,66,214.5,51.0,22,1.11,80
2018-03-17,89,214.5,25.0,16,0.66,85
2018-03-18,72,214.5,30.0,16,0.66,74
2018-03-19,73,214.5,47.0,18,1.17,57
2018-03-20,71,214.5,32.0,7,0.84,68
2018-03-21,61,214.5,46.0,13,0.89,67
2018-03-22,43,141.0,64.0,22,1.33,46
2018-03-23,34,101.0,53.0,17,0.92,59
2018-03-24,32,103.0,55.0,18,1.03,66
2018-03-25,44,123.0,59.0,22,1.13,75
2018-03-26,61,214.5,70.0,24,1.35,53
2018-03-27,58,195.0,70.0,28,1.52,60
2018-03-28,52,154.0,67.0,31,1.33,66
2018-03-29,44,183.0,55.0,16,1.09,68
2018-03-30,68,214.5,25.0,7,0.54,73
2018-03-31,63,214.5,37.0,12,0.88,57
2018-04-01,56,194.0,58.0,16,1.19,61
2018-04-02,52,163.0,63.0,24,1.4,83
2018-04-03,66,214.5,25.0,9,0.54,74
2018-04-04,91,214.5,38.0,16,0.66,59
2018-04-05,78,214.5,14.0,5,0.58,83
2018-04-05,78,214.5,14.0,5,0.58,83
2018-04-06,50,214.5,23.0,7,0.6,79
2018-04-07,43,142.0,60.0,20,1.21,56
2018-04-08,48,149.0,69.0,25,1.42,59
2018-04-09,74,214.5,53.0,23,1.2,66
2018-04-10,91,214.5,45.0,11,0.82,52
2018-04-11,64,214.5,58.0,22,1.11,56
2018-04-12,64,182.0,54.0,10,0.89,44
2018-04-13,44,137.0,19.0,5,0.4,82
2018-04-14,47,133.0,42.0,7,0.74,77
2018-04-15,52,124.0,61.0,15,1.0,69
2018-04-16,48,120.0,69.0,16,1.19,73
2018-04-17,46,129.0,78.0,26,1.28,81
2018-04-18,47,142.0,63.0,24,1.08,85
2018-04-19,49,102.0,35.0,7,0.63,108
2018-04-20,64,148.0,37.0,5,0.7,102
2018-04-21,45,127.0,55.0,11,0.8,60
2018-04-22,36,104.0,44.0,15,0.79,69
2018-04-23,33,70.0,19.0,4,0.51,71
2018-04-24,23,35.0,27.0,5,0.52,74
2018-04-25,40,75.0,46.0,12,0.66,64
2018-04-26,35,96.0,39.0,12,0.63,76
2018-04-27,43,109.0,49.0,15,0.84,78
2018-04-28,40,104.0,56.0,11,0.8,77
2018-04-29,39,117.0,49.0,9,0.83,76
2018-04-30,28,54.0,23.0,4,0.45,96
2018-05-01,37,97.0,33.0,10,0.51,82
2018-05-02,39,136.0,45.0,12,0.69,86
2018-05-03,38,116.0,50.0,12,0.78,86
2018-05-04,51,166.0,28.0,5,0.64,91
2018-05-05,31,84.0,19.0,4,0.36,106
2018-05-06,27,59.0,37.0,5,0.64,84
2018-05-07,28,74.0,40.0,9,0.7,115
2018-05-08,26,65.0,33.0,4,0.55,78
2018-05-09,41,120.0,23.0,4,0.56,75
2018-05-10,25,44.0,27.0,4,0.6,65
2018-05-11,35,80.0,43.0,10,0.73,91
2018-05-12,43,132.0,54.0,16,0.87,93
2018-05-13,55,182.0,65.0,21,1.09,71
2018-05-14,42,113.0,50.0,14,0.88,94
2018-05-15,44,129.0,37.0,10,0.7,87
2018-05-16,75,214.5,24.0,6,0.43,79
2018-05-17,46,142.0,31.0,10,0.52,73
2018-05-18,55,174.0,30.0,9,0.58,97
2018-05-19,63,150.0,23.0,5,0.51,97
2018-05-20,32,77.0,38.0,10,0.6,71
2018-05-21,38,89.0,27.0,6,0.46,86
2018-05-22,22,59.0,33.0,11,0.58,92
2018-05-23,23,73.0,43.0,12,0.65,84
2018-05-24,28,76.0,38.0,10,0.65,76
2018-05-25,58,214.5,28.0,13,0.58,98
2018-05-26,68,214.5,27.0,6,0.56,116
2018-05-27,57,195.0,54.0,15,0.82,74
2018-05-28,41,136.0,58.0,22,0.84,84
2018-05-29,30,100.0,52.0,16,0.58,72
2018-05-30,31,95.0,51.0,20,0.66,91
2018-05-31,25,82.0,35.0,8,0.49,91
2018-06-01,31,79.0,34.0,8,0.6,112
2018-06-02,35,130.0,37.0,14,0.95,90
2018-06-03,34,82.0,20.0,5,0.5,100
2018-06-04,26,69.0,47.0,13,0.89,70
2018-06-05,34,95.0,61.0,21,1.0,99
2018-06-06,39,110.0,46.0,13,0.74,66
2018-06-07,37,83.0,44.0,14,0.64,67
2018-06-08,24,45.0,30.0,8,0.59,87
2018-06-09,23,54.0,38.0,16,0.77,104
2018-06-10,24,62.0,40.0,14,0.65,109
2018-06-11,27,72.0,47.0,16,0.78,112
2018-06-12,31,95.0,48.0,22,0.81,115
2018-06-13,27,82.0,41.0,10,0.64,105
2018-06-14,29,89.0,50.0,19,0.68,113
2018-06-15,27,60.0,25.0,6,0.61,99
2018-06-16,28,63.0,32.0,10,0.69,98
2018-06-17,38,104.0,62.0,24,1.11,75
2018-06-18,36,75.0,55.0,13,0.96,81
2018-06-19,35,77.0,51.0,14,0.98,82
2018-06-20,29,70.0,45.0,12,0.79,110
2018-06-21,27,59.0,36.0,9,0.77,101
2018-06-22,32,87.0,49.0,15,0.75,105
2018-06-23,26,71.0,35.0,9,0.52,111
2018-06-24,31,92.0,18.0,7,0.5,102
2018-06-25,30,60.0,41.0,10,0.86,83
2018-06-26,27,66.0,39.0,10,0.73,77
2018-06-27,18,45.0,28.0,8,0.58,73
2018-06-28,19,45.0,31.0,8,0.65,91
2018-06-29,22,62.0,34.0,11,0.63,88
2018-06-30,20,55.0,37.0,10,0.74,86
2018-07-01,21,41.0,26.0,6,0.58,69
2018-07-02,21,40.0,32.0,5,0.65,70
2018-07-03,30,54.0,44.0,13,0.88,52
2018-07-04,19,38.0,32.0,9,0.77,88
2018-07-05,24,60.0,44.0,11,0.9,65
2018-07-06,23,52.0,34.0,10,0.79,75
2018-07-07,28,58.0,40.0,11,0.87,64
2018-07-08,24,38.0,37.0,8,0.69,56
2018-07-09,28,45.0,33.0,8,0.71,102
2018-07-10,19,44.0,39.0,8,0.78,46
2018-07-11,29,68.0,40.0,9,0.76,90
2018-07-12,34,87.0,46.0,20,0.8,98
2018-07-13,26,82.0,43.0,15,0.79,91
2018-07-14,20,53.0,29.0,17,0.54,61
2018-07-15,73,214.5,25.0,7,0.55,91
2018-07-16,37,96.0,48.0,8,0.81,97
2018-07-17,27,86.0,46.0,11,0.71,71
2018-07-18,19,43.0,22.0,6,0.56,62
2018-07-19,27,50.0,25.0,8,0.66,100
2018-07-20,24,40.0,26.0,5,0.52,74
2018-07-21,22,52.0,41.0,7,0.9,84
2018-07-22,28,69.0,45.0,11,0.84,85
2018-07-23,19,35.0,33.0,6,0.58,87
2018-07-24,32,68.0,50.0,7,0.88,98
2018-07-25,27,79.0,47.0,11,0.87,90
2018-07-26,30,69.0,31.0,6,0.67,76
2018-07-27,31,65.0,29.0,5,0.63,72
2018-07-28,20,45.0,22.0,4,0.58,71
2018-07-29,27,81.0,19.0,5,0.61,77
2018-07-30,20,53.0,23.0,4,0.6,77
2018-07-31,21,48.0,28.0,5,0.7,83
