PM2.5,PM10
19,34.0
22,60.0
26,73.0
33,91.0
18,34.0
19,55.0
35,105.0
21,68.0
23,69.0
17,34.0
24,71.0
30,74.0
29,68.0
30,91.0
25,68.0
18,46.0
18,43.0
19,45.0
18,37.0
13,27.0
15,33.0
19,56.0
14,28.0
10,33.0
15,40.0
18,43.0
14,24.0
18,39.0
17,52.0
16,40.0
16,37.0
16,39.0
23,50.0
14,44.0
27,86.0
24,85.0
18,52.0
18,52.0
19,53.0
26,78.0
16,42.0
21,62.0
16,45.0
19,37.0
14,28.0
16,36.0
20,61.0
17,51.0
18,57.0
25,77.0
16,33.0
19,48.0
15,51.0
12,33.0
17,44.0
20,67.0
13,30.0
14,42.0
16,45.0
14,43.0
12,30.0
15,41.0
12,22.0
17,43.0
17,55.0
25,79.0
33,116.0
29,98.0
17,47.0
10,19.0
15,39.0
14,43.0
18,57.0
22,78.0
25,75.0
23,54.0
22,68.0
21,72.0
21,62.0
21,44.0
22,57.0
21,51.0
22,60.0
16,39.0
18,35.0
18,39.0
22,62.0
17,38.0
25,77.0
18,50.0
17,35.0
15,25.0
18,35.0
26,64.0
31,91.0
24,69.0
18,53.0
12,34.0
11,26.0
17,56.0
18,38.0
19,44.0
22,53.0
20,59.0
18,56.0
22,54.0
25,59.0
25,63.0
19,51.0
28,77.0
26,76.0
29,102.0
26,76.0
23,64.0
19,44.0
27,73.0
21,62.0
31,89.0
23,54.0
37,86.0
43,130.0
52,139.0
51,141.0
43,120.0
39,91.0
36,96.0
25,62.0
30,38.0
34,50.0
49,92.0
32,68.0
32,107.0
24,67.0
36,100.0
47,119.0
46,112.0
49,100.0
52,186.0
52,148.0
51,124.0
63,130.0
70,149.0
74,149.0
69,134.0
80,147.0
82,144.0
91,151.0
81,140.0
35,111.0
39,104.0
48,118.0
48,108.0
21,32.0
29,49.0
43,77.0
46,73.0
53,81.0
63,105.0
37,75.0
65,121.0
43,81.0
43,86.0
58,89.0
35,51.0
36,60.0
51,93.0
64,109.0
58,96.0
53,97.0
56,93.0
33,55.0
46,95.0
43,90.0
36,78.0
27,65.0
43,101.0
57,110.0
40,84.0
26,45.0
35,69.0
36,75.0
63,118.0
81,144.0
65,169.0
41,125.0
46,117.0
64,140.0
77,161.0
90,176.0
49,111.0
20,44.0
26,57.0
45,98.0
60,122.0
60,116.0
37,81.0
35,78.0
29,55.0
23,51.0
29,71.0
52,112.0
51,100.0
30,67.0
44,111.0
66,157.0
61,136.0
49,178.0
31,111.0
25,55.0
49,107.0
63,150.0
47,111.0
57,127.0
63,128.0
55,118.0
61,121.0
64,135.0
67,167.0
51,157.0
48,137.0
49,188.0
46,116.0
37,78.0
42,79.0
41,80.0
45,98.0
38,81.0
35,78.0
38,88.0
38,77.0
38,73.0
47,85.0
52,90.0
59,97.0
60,114.0
60,120.0
20,58.0
27,68.0
22,49.0
24,44.0
28,49.0
27,53.0
31,59.0
29,61.0
31,75.0
37,84.0
44,111.0
39,103.0
49,79.0
37,58.0
35,126.0
26,83.0
26,63.0
42,98.0
40,92.0
36,87.0
35,87.0
33,84.0
40,94.0
31,65.0
34,72.0
26,57.0
35,75.0
34,87.0
44,106.0
91,214.5
74,214.5
91,214.5
91,214.5
91,214.5
91,214.5
58,214.5
41,194.0
51,194.0
46,155.0
57,214.5
57,214.5
53,214.5
48,181.0
59,214.5
91,214.5
75,214.5
40,99.0
20,29.0
17,20.0
21,29.0
19,30.0
29,64.0
40,152.0
25,61.0
32,64.0
26,45.0
21,33.0
29,42.0
28,87.0
34,94.0
28,77.0
33,127.0
34,132.0
31,110.0
32,109.0
21,44.0
36,76.0
33,77.0
24,57.0
24,47.0
20,42.0
42,107.0
91,214.5
84,214.5
26,54.0
29,88.0
53,184.0
36,109.0
31,101.0
48,163.0
35,116.0
29,79.0
54,194.0
91,214.5
44,128.0
32,105.0
35,106.0
25,55.0
24,65.0
23,56.0
37,99.0
17,23.0
18,36.0
19,45.0
25,56.0
21,43.0
24,63.0
30,77.0
29,75.0
20,41.0
23,59.0
24,74.0
15,45.0
26,82.0
31,96.0
21,64.0
26,82.0
73,214.5
28,68.0
27,73.0
23,56.0
20,62.0
23,74.0
47,149.0
24,58.0
21,49.0
20,38.0
21,59.0
16,34.0
19,51.0
27,69.0
18,36.0
28,75.0
17,35.0
18,31.0
18,46.0
17,52.0
14,40.0
36,120.0
33,112.0
20,48.0
27,64.0
18,36.0
20,47.0
19,48.0
18,41.0
19,43.0
21,45.0
19,42.0
14,28.0
21,60.0
21,59.0
23,72.0
17,35.0
18,51.0
21,60.0
19,56.0
18,48.0
18,48.0
17,37.0
22,71.0
20,49.0
12,28.0
15,40.0
20,56.0
16,49.0
18,46.0
14,38.0
13,32.0
15,37.0
14,36.0
15,39.0
16,38.0
16,32.0
22,63.0
17,45.0
18,53.0
20,61.0
24,72.0
21,66.0
29,89.0
26,51.0
15,38.0
18,50.0
22,63.0
18,51.0
33,95.0
19,45.0
17,40.0
16,42.0
22,55.0
28,75.0
21,58.0
16,40.0
11,35.0
13,35.0
30,78.0
17,29.0
19,52.0
14,39.0
16,41.0
23,60.0
21,50.0
20,59.0
20,52.0
18,55.0
20,44.0
18,48.0
15,31.0
21,44.0
19,47.0
14,38.0
15,32.0
25,64.0
20,52.0
16,34.0
22,59.0
22,61.0
21,53.0
22,64.0
20,49.0
17,38.0
16,38.0
11,24.0
10,16.0
14,27.0
15,41.0
15,30.0
16,34.0
20,55.0
28,73.0
20,46.0
20,51.0
20,42.0
19,42.0
23,60.0
28,74.0
32,82.0
29,80.0
29,79.0
28,77.0
24,67.0
26,71.0
22,45.0
26,45.0
30,51.0
36,70.0
22,45.0
32,95.0
19,46.0
19,35.0
19,37.0
38,113.0
36,80.0
28,57.0
33,57.0
32,63.0
30,68.0
33,70.0
34,54.0
34,62.0
37,65.0
35,58.0
36,60.0
28,49.0
31,64.0
42,67.0
41,73.0
38,74.0
37,69.0
28,59.0
28,50.0
30,53.0
34,65.0
46,77.0
60,154.0
33,130.0
28,79.0
39,75.0
35,64.0
35,66.0
24,55.0
39,84.0
49,94.0
43,91.0
50,111.0
71,139.0
71,160.0
57,122.0
43,122.0
39,143.0
31,95.0
45,103.0
69,152.0
71,149.0
64,131.0
65,128.0
71,142.0
43,101.0
36,118.0
52,122.0
59,121.0
57,117.0
72,141.0
68,127.0
70,130.0
63,119.0
52,116.0
64,148.0
57,121.0
37,79.0
24,49.0
36,64.0
60,109.0
58,103.0
45,83.0
30,88.0
34,75.0
51,103.0
64,121.0
76,141.0
73,150.0
48,113.0
43,98.0
38,89.0
33,73.0
37,65.0
58,97.0
67,113.0
69,121.0
83,140.0
51,95.0
79,140.0
77,133.0
63,114.0
71,124.0
80,132.0
82,135.0
75,116.0
77,113.0
85,154.0
46,101.0
60,117.0
32,72.0
38,86.0
48,94.0
46,88.0
56,107.0
47,112.0
60,125.0
62,120.0
58,103.0
63,105.0
61,93.0
57,88.0
61,96.0
66,99.0
63,99.0
43,68.0
33,56.0
42,66.0
32,66.0
44,77.0
80,116.0
45,72.0
43,72.0
35,63.0
31,56.0
39,50.0
46,55.0
58,72.0
57,78.0
63,82.0
42,58.0
30,66.0
36,77.0
30,64.0
71,107.0
54,93.0
31,65.0
20,43.0
21,42.0
27,56.0
23,45.0
28,60.0
34,65.0
37,72.0
35,68.0
42,132.0
38,87.0
35,133.0
43,157.0
38,103.0
36,94.0
30,87.0
38,112.0
37,101.0
45,152.0
43,118.0
55,185.0
52,153.0
49,171.0
66,214.5
72,214.5
91,214.5
44,152.0
35,114.0
79,214.5
43,173.0
28,105.0
19,66.0
21,53.0
23,57.0
32,95.0
53,214.5
32,94.0
25,51.0
22,54.0
36,108.0
41,134.0
28,86.0
21,58.0
22,60.0
26,74.0
29,77.0
29,71.0
39,129.0
32,104.0
31,97.0
29,96.0
34,115.0
32,104.0
89,214.5
50,193.0
42,157.0
24,42.0
16,30.0
20,46.0
46,163.0
37,114.0
26,74.0
29,82.0
59,187.0
68,214.5
50,146.0
30,58.0
31,79.0
29,81.0
91,214.5
77,209.0
38,74.0
26,60.0
27,57.0
24,43.0
23,55.0
21,60.0
24,69.0
90,214.5
34,102.0
39,104.0
29,57.0
45,125.0
26,56.0
32,98.0
26,48.0
27,40.0
29,52.0
23,44.0
22,62.0
21,42.0
26,63.0
29,75.0
23,53.0
23,61.0
22,55.0
19,49.0
17,32.0
21,48.0
25,63.0
21,54.0
40,120.0
22,50.0
24,64.0
22,69.0
18,54.0
23,50.0
20,43.0
24,62.0
19,42.0
25,62.0
30,78.0
20,46.0
17,37.0
25,64.0
25,58.0
20,52.0
18,57.0
18,56.0
17,44.0
19,44.0
18,41.0
16,36.0
17,39.0
34,78.0
16,33.0
14,41.0
14,39.0
16,37.0
18,32.0
17,35.0
17,44.0
19,51.0
22,55.0
19,47.0
17,31.0
19,48.0
18,38.0
19,39.0
24,62.0
35,102.0
45,120.0
26,49.0
24,47.0
20,32.0
21,46.0
23,52.0
18,37.0
18,23.0
12,21.0
14,33.0
18,36.0
17,34.0
19,48.0
20,52.0
15,20.0
18,35.0
18,38.0
15,31.0
32,96.0
15,29.0
20,46.0
16,35.0
15,34.0
17,37.0
17,26.0
20,32.0
18,31.0
15,29.0
19,35.0
16,37.0
19,45.0
19,42.0
23,48.0
20,39.0
19,34.0
19,37.0
19,41.0
17,33.0
22,43.0
21,50.0
22,49.0
22,48.0
23,70.0
19,49.0
23,41.0
19,39.0
22,43.0
17,32.0
15,25.0
13,32.0
11,21.0
25,46.0
21,52.0
24,45.0
26,59.0
21,49.0
19,42.0
18,30.0
19,47.0
22,49.0
24,58.0
24,62.0
19,40.0
23,54.0
25,63.0
26,63.0
23,53.0
22,46.0
15,29.0
19,41.0
24,42.0
22,44.0
24,49.0
19,42.0
17,40.0
22,59.0
26,87.0
23,70.0
22,56.0
27,69.0
24,55.0
30,72.0
27,67.0
28,79.0
31,83.0
25,60.0
24,70.0
23,61.0
29,82.0
28,43.0
30,56.0
26,57.0
27,78.0
26,75.0
29,79.0
30,65.0
25,47.0
25,50.0
44,134.0
37,90.0
32,80.0
34,83.0
41,95.0
37,80.0
43,69.0
41,82.0
34,77.0
40,84.0
45,78.0
36,53.0
28,43.0
29,38.0
19,29.0
33,69.0
35,68.0
29,65.0
37,67.0
33,65.0
27,64.0
28,51.0
35,60.0
43,68.0
37,64.0
44,68.0
54,94.0
56,101.0
26,61.0
29,54.0
41,72.0
44,77.0
50,83.0
56,98.0
45,77.0
36,135.0
51,130.0
52,126.0
36,106.0
50,109.0
58,109.0
48,98.0
35,97.0
46,103.0
58,214.5
34,150.0
28,131.0
30,109.0
44,124.0
58,139.0
60,207.0
66,211.0
69,178.0
79,171.0
74,148.0
55,129.0
67,139.0
40,110.0
60,214.5
72,214.5
65,214.5
53,138.0
57,167.0
27,70.0
48,205.0
66,148.0
68,139.0
59,187.0
67,163.0
63,120.0
74,125.0
76,214.5
28,72.0
45,91.0
38,68.0
57,98.0
55,93.0
74,121.0
91,141.0
79,119.0
57,93.0
73,110.0
78,112.0
82,214.5
75,214.5
74,165.0
66,129.0
76,137.0
89,150.0
81,165.0
91,214.5
91,214.5
29,105.0
38,107.0
48,143.0
53,149.0
70,151.0
74,139.0
62,117.0
88,140.0
91,183.0
39,120.0
40,109.0
48,109.0
32,107.0
45,146.0
54,135.0
64,138.0
82,150.0
69,132.0
34,73.0
45,107.0
49,109.0
52,99.0
64,116.0
45,91.0
56,106.0
48,81.0
63,98.0
74,114.0
66,127.0
32,91.0
29,60.0
57,86.0
91,126.0
91,123.0
91,125.0
34,63.0
48,97.0
66,104.0
65,96.0
44,74.0
43,80.0
48,164.0
48,122.0
48,81.0
44,72.0
33,104.0
32,77.0
32,77.0
41,83.0
37,72.0
46,94.0
44,90.0
39,88.0
51,108.0
51,109.0
46,106.0
64,214.5
30,114.0
43,137.0
40,103.0
43,160.0
43,168.0
51,182.0
54,170.0
50,161.0
35,83.0
48,163.0
91,214.5
91,214.5
50,171.0
37,102.0
46,130.0
38,101.0
38,87.0
36,85.0
32,77.0
26,60.0
33,66.0
33,90.0
58,163.0
31,61.0
42,64.0
60,160.0
61,200.0
53,149.0
52,136.0
51,145.0
78,214.5
85,214.5
67,214.5
45,173.0
21,37.0
31,75.0
36,105.0
44,142.0
45,136.0
91,214.5
91,214.5
70,202.0
46,93.0
28,31.0
36,45.0
31,54.0
39,101.0
39,102.0
31,79.0
31,77.0
34,86.0
33,73.0
35,88.0
33,76.0
45,146.0
35,69.0
34,63.0
26,37.0
21,31.0
24,28.0
30,65.0
30,69.0
29,72.0
25,67.0
33,83.0
31,89.0
39,95.0
28,54.0
26,75.0
30,101.0
91,214.5
48,139.0
26,50.0
24,57.0
50,153.0
31,75.0
29,52.0
26,55.0
30,65.0
38,98.0
64,178.0
38,76.0
41,104.0
25,42.0
19,32.0
18,27.0
22,38.0
28,50.0
25,39.0
25,52.0
22,50.0
24,55.0
27,63.0
23,35.0
23,45.0
22,51.0
22,42.0
19,33.0
21,45.0
48,88.0
35,77.0
28,57.0
22,49.0
19,40.0
24,52.0
25,50.0
20,38.0
63,191.0
30,63.0
31,68.0
30,66.0
24,57.0
31,74.0
43,103.0
18,30.0
20,40.0
21,53.0
18,50.0
23,63.0
23,57.0
21,53.0
22,47.0
29,59.0
24,43.0
17,22.0
20,37.0
20,48.0
22,51.0
22,56.0
19,41.0
19,37.0
20,45.0
18,43.0
20,54.0
21,59.0
19,40.0
22,49.0
25,50.0
26,40.0
24,40.0
17,30.0
13,27.0
13,27.0
16,30.0
21,46.0
20,45.0
27,54.0
30,65.0
21,35.0
20,29.0
14,25.0
15,27.0
25,56.0
20,32.0
21,41.0
22,50.0
16,34.0
17,30.0
91,214.5
40,104.0
27,54.0
27,58.0
26,51.0
27,60.0
25,54.0
21,40.0
26,61.0
22,36.0
19,27.0
21,35.0
24,41.0
17,31.0
20,41.0
25,50.0
29,61.0
37,96.0
26,70.0
26,63.0
24,40.0
27,42.0
41,82.0
28,42.0
34,55.0
32,59.0
21,33.0
23,45.0
23,48.0
23,49.0
26,61.0
25,50.0
29,73.0
25,50.0
29,40.0
28,40.0
21,35.0
21,30.0
39,98.0
24,38.0
21,31.0
23,26.0
23,29.0
31,44.0
23,42.0
25,38.0
22,29.0
28,41.0
32,45.0
27,32.0
18,19.0
27,36.0
30,46.0
30,51.0
27,49.0
25,42.0
23,25.0
21,21.0
24,31.0
30,48.0
34,63.0
33,60.0
28,39.0
34,47.0
26,35.0
34,61.0
45,92.0
39,115.0
28,77.0
30,70.0
26,62.0
46,89.0
47,85.0
39,87.0
45,108.0
54,106.0
36,77.0
38,78.0
71,116.0
75,134.0
38,103.0
39,79.0
65,112.0
72,120.0
74,123.0
56,103.0
51,108.0
62,214.0
44,133.0
64,159.0
42,131.0
58,135.0
47,111.0
42,92.0
23,47.0
34,80.0
51,96.0
70,120.0
70,116.0
73,121.0
70,214.5
90,214.5
48,118.0
47,97.0
55,107.0
47,98.0
41,88.0
51,100.0
59,111.0
34,117.0
22,75.0
41,88.0
58,103.0
38,76.0
46,148.0
45,134.0
36,95.0
55,118.0
48,95.0
63,113.0
79,136.0
85,137.0
91,151.0
88,139.0
83,139.0
72,126.0
57,103.0
54,108.0
56,107.0
64,110.0
67,115.0
58,100.0
66,109.0
79,124.0
75,133.0
55,120.0
66,123.0
80,136.0
75,131.0
58,126.0
44,109.0
61,126.0
76,134.0
80,138.0
75,125.0
63,139.0
40,160.0
25,52.0
31,54.0
35,55.0
45,68.0
47,79.0
47,91.0
51,93.0
66,111.0
75,122.0
71,106.0
62,92.0
62,83.0
69,76.0
61,62.0
72,80.0
69,79.0
41,54.0
47,61.0
68,86.0
56,86.0
86,187.0
51,96.0
52,79.0
47,79.0
26,58.0
29,56.0
36,65.0
56,157.0
91,214.5
45,178.0
91,214.5
65,214.5
56,169.0
73,145.0
91,214.5
91,214.5
68,121.0
73,122.0
64,114.0
39,68.0
57,80.0
55,90.0
52,79.0
39,76.0
31,94.0
36,86.0
68,214.5
53,161.0
51,125.0
37,98.0
44,92.0
41,99.0
36,81.0
41,97.0
87,214.5
65,214.5
46,127.0
42,133.0
43,125.0
38,94.0
41,105.0
35,99.0
43,125.0
24,32.0
35,55.0
29,49.0
26,40.0
34,63.0
47,123.0
91,214.5
55,139.0
35,103.0
49,128.0
35,87.0
34,68.0
36,63.0
41,57.0
40,57.0
34,65.0
31,49.0
29,51.0
34,64.0
33,67.0
34,69.0
91,214.5
71,214.5
46,140.0
32,75.0
26,43.0
31,53.0
26,44.0
28,41.0
32,68.0
79,214.5
30,71.0
27,55.0
38,99.0
38,79.0
91,214.5
28,46.0
31,44.0
28,48.0
20,30.0
21,28.0
28,53.0
34,72.0
37,86.0
34,73.0
28,50.0
25,44.0
40,90.0
26,56.0
28,55.0
25,53.0
28,58.0
52,171.0
42,100.0
41,101.0
32,69.0
46,107.0
47,104.0
29,58.0
27,50.0
34,70.0
91,214.5
48,78.0
36,62.0
31,49.0
21,31.0
20,25.0
20,33.0
27,67.0
27,55.0
24,37.0
25,38.0
27,33.0
25,45.0
18,23.0
20,33.0
23,34.0
22,38.0
23,42.0
21,42.0
24,50.0
23,44.0
24,42.0
24,49.0
19,26.0
20,31.0
25,56.0
32,75.0
20,35.0
18,35.0
23,51.0
22,44.0
21,59.0
22,54.0
20,40.0
18,35.0
17,27.0
20,38.0
19,33.0
18,28.0
21,38.0
21,37.0
25,54.0
20,38.0
27,61.0
27,50.0
21,33.0
37,72.0
37,85.0
35,78.0
36,84.0
29,46.0
17,30.0
14,23.0
16,32.0
19,35.0
21,45.0
16,32.0
58,168.0
91,214.5
56,119.0
32,66.0
67,166.0
42,94.0
29,61.0
23,47.0
23,47.0
19,33.0
20,42.0
20,43.0
23,50.0
18,28.0
23,36.0
23,39.0
23,45.0
18,36.0
20,32.0
22,37.0
39,97.0
18,37.0
21,41.0
23,46.0
19,40.0
20,29.0
22,44.0
20,34.0
19,32.0
21,38.0
21,43.0
20,41.0
21,46.0
26,50.0
23,41.0
25,41.0
19,31.0
29,61.0
18,36.0
18,35.0
20,35.0
18,33.0
29,73.0
28,45.0
30,50.0
25,36.0
21,32.0
14,20.0
14,18.0
22,35.0
28,46.0
20,27.0
22,30.0
23,37.0
26,38.0
17,24.0
25,44.0
30,44.0
24,36.0
34,46.0
35,52.0
27,50.0
24,39.0
21,38.0
24,46.0
24,44.0
30,66.0
28,48.0
24,43.0
33,60.0
38,48.0
22,30.0
20,30.0
24,40.0
27,50.0
23,39.0
25,44.0
29,47.0
29,56.0
36,65.0
38,57.0
32,60.0
30,64.0
31,57.0
29,50.0
38,60.0
37,62.0
29,54.0
25,39.0
32,52.0
34,53.0
36,54.0
29,49.0
26,51.0
28,57.0
40,80.0
35,61.0
29,53.0
30,54.0
46,70.0
50,83.0
44,71.0
28,45.0
33,47.0
43,63.0
41,64.0
32,80.0
38,89.0
42,85.0
49,89.0
50,84.0
47,83.0
40,79.0
46,93.0
33,72.0
35,74.0
41,78.0
59,96.0
41,107.0
23,61.0
30,60.0
29,43.0
38,58.0
53,86.0
59,92.0
72,110.0
57,90.0
27,45.0
25,54.0
45,78.0
55,93.0
48,96.0
60,98.0
58,92.0
59,95.0
43,76.0
48,81.0
34,66.0
40,78.0
43,76.0
29,49.0
36,60.0
45,73.0
47,58.0
53,63.0
40,51.0
42,70.0
63,94.0
91,124.0
91,138.0
77,111.0
54,82.0
54,89.0
59,89.0
56,87.0
87,120.0
81,110.0
67,98.0
87,122.0
56,97.0
30,62.0
60,101.0
64,101.0
60,97.0
84,130.0
57,92.0
49,84.0
60,100.0
59,85.0
90,114.0
91,125.0
40,70.0
45,74.0
49,79.0
32,85.0
42,76.0
58,96.0
62,101.0
31,84.0
43,81.0
67,104.0
63,102.0
42,77.0
65,103.0
67,101.0
64,98.0
63,97.0
87,123.0
67,114.0
34,100.0
37,128.0
55,114.0
91,135.0
91,204.0
91,121.0
61,78.0
44,64.0
30,76.0
29,50.0
32,53.0
22,43.0
27,51.0
26,69.0
36,75.0
47,83.0
44,76.0
39,132.0
50,130.0
65,133.0
41,80.0
35,67.0
46,115.0
52,110.0
45,91.0
45,96.0
48,75.0
47,69.0
51,89.0
35,58.0
45,65.0
45,74.0
45,78.0
46,81.0
50,90.0
49,114.0
34,57.0
42,53.0
56,76.0
39,59.0
40,58.0
50,83.0
52,100.0
47,114.0
44,99.0
85,214.5
52,157.0
55,165.0
36,70.0
26,55.0
31,70.0
31,56.0
26,45.0
33,58.0
38,78.0
40,80.0
39,83.0
29,86.0
37,108.0
55,189.0
91,214.5
34,109.0
37,135.0
33,86.0
45,137.0
38,110.0
60,196.0
62,186.0
51,146.0
64,214.5
38,112.0
32,89.0
36,93.0
40,132.0
69,214.5
33,107.0
65,214.5
91,214.5
47,170.0
35,93.0
34,100.0
91,214.5
47,133.0
91,214.5
80,214.5
68,214.5
47,138.0
39,113.0
30,73.0
27,68.0
28,74.0
27,56.0
37,87.0
27,55.0
28,67.0
44,152.0
26,70.0
69,207.0
66,185.0
51,201.0
52,162.0
82,214.5
63,177.0
24,53.0
25,64.0
23,51.0
24,53.0
28,69.0
40,116.0
21,41.0
23,53.0
26,64.0
91,214.5
30,64.0
28,72.0
29,68.0
34,79.0
30,67.0
24,49.0
21,43.0
22,35.0
28,57.0
25,49.0
20,37.0
22,44.0
59,182.0
41,103.0
25,41.0
24,48.0
22,44.0
17,37.0
22,44.0
25,49.0
25,56.0
28,63.0
25,37.0
25,50.0
22,50.0
27,60.0
34,84.0
24,45.0
24,48.0
22,46.0
27,57.0
28,62.0
23,42.0
25,44.0
23,44.0
16,19.0
20,30.0
25,28.0
20,28.0
23,41.0
19,31.0
20,38.0
29,60.0
22,31.0
28,48.0
31,49.0
26,51.0
23,35.0
18,29.0
17,27.0
20,33.0
18,25.0
23,39.0
19,38.0
17,31.0
17,28.0
19,30.0
21,39.0
25,52.0
27,59.0
25,51.0
25,63.0
40,106.0
17,30.0
19,37.0
17,31.0
20,37.0
22,37.0
19,33.0
21,37.0
21,38.0
21,38.0
23,39.0
17,34.0
32,80.0
28,53.0
22,40.0
20,42.0
15,22.0
21,35.0
24,46.0
22,40.0
13,20.0
17,35.0
22,49.0
21,44.0
19,33.0
22,48.0
18,42.0
20,44.0
23,48.0
17,34.0
15,31.0
17,32.0
50,178.0
14,21.0
18,31.0
17,28.0
23,41.0
17,35.0
15,20.0
20,27.0
19,24.0
21,33.0
25,45.0
24,47.0
22,45.0
32,76.0
28,71.0
30,81.0
28,74.0
42,135.0
38,106.0
32,84.0
29,64.0
26,57.0
23,51.0
21,45.0
31,80.0
34,99.0
66,206.0
42,113.0
21,34.0
16,23.0
23,38.0
20,38.0
28,46.0
36,62.0
18,39.0
25,57.0
20,46.0
22,44.0
24,45.0
26,46.0
28,51.0
28,54.0
21,30.0
22,38.0
32,57.0
30,79.0
28,73.0
31,47.0
24,37.0
23,29.0
28,33.0
23,30.0
25,36.0
20,29.0
29,54.0
29,55.0
33,58.0
36,70.0
25,36.0
32,54.0
31,61.0
32,58.0
26,42.0
26,42.0
20,29.0
27,41.0
34,45.0
27,40.0
39,64.0
46,74.0
48,81.0
39,84.0
35,81.0
43,84.0
44,84.0
38,66.0
46,71.0
21,31.0
17,23.0
48,118.0
50,119.0
43,125.0
36,74.0
45,74.0
37,81.0
42,86.0
43,80.0
50,92.0
29,79.0
20,46.0
30,59.0
45,77.0
54,92.0
58,97.0
60,99.0
78,214.5
35,83.0
53,94.0
51,170.0
60,214.5
46,88.0
52,92.0
47,114.0
50,127.0
32,83.0
39,86.0
56,99.0
67,108.0
75,116.0
52,87.0
50,91.0
68,111.0
57,117.0
54,159.0
36,121.0
34,96.0
57,110.0
75,129.0
67,113.0
66,116.0
91,142.0
38,79.0
30,48.0
65,87.0
61,114.0
26,57.0
33,61.0
37,66.0
48,79.0
66,97.0
81,117.0
71,108.0
81,115.0
51,75.0
69,86.0
59,75.0
60,70.0
53,69.0
35,51.0
53,77.0
63,90.0
57,86.0
45,79.0
37,85.0
54,101.0
66,116.0
52,95.0
48,157.0
42,119.0
49,150.0
60,147.0
32,111.0
24,66.0
33,68.0
43,79.0
50,92.0
71,116.0
75,174.0
91,214.5
91,214.5
89,214.5
83,214.5
68,192.0
60,163.0
68,159.0
63,134.0
59,117.0
62,122.0
59,112.0
49,88.0
32,100.0
33,85.0
47,92.0
54,132.0
46,165.0
47,112.0
50,108.0
62,108.0
38,104.0
39,141.0
31,79.0
48,92.0
27,60.0
24,51.0
32,66.0
80,214.5
91,214.5
59,186.0
43,103.0
51,166.0
43,129.0
48,128.0
51,132.0
45,133.0
51,133.0
74,214.5
61,197.0
34,102.0
32,86.0
35,75.0
31,52.0
42,64.0
37,64.0
30,61.0
88,214.5
91,214.5
45,115.0
57,144.0
58,128.0
35,94.0
38,121.0
44,134.0
43,109.0
53,160.0
65,180.0
52,139.0
41,97.0
39,86.0
25,49.0
25,43.0
22,48.0
27,52.0
27,42.0
29,53.0
29,64.0
31,82.0
53,171.0
40,134.0
46,135.0
31,84.0
26,67.0
23,56.0
32,88.0
23,71.0
27,73.0
30,78.0
26,61.0
18,38.0
31,64.0
18,44.0
24,52.0
30,72.0
91,214.5
39,98.0
57,125.0
45,99.0
57,117.0
54,114.0
31,80.0
25,75.0
20,48.0
22,53.0
32,69.0
22,56.0
22,46.0
24,60.0
21,43.0
19,47.0
21,51.0
39,116.0
27,67.0
21,52.0
24,61.0
33,77.0
36,85.0
27,79.0
20,48.0
84,214.5
39,76.0
32,56.0
23,51.0
31,70.0
18,45.0
19,50.0
91,214.5
74,175.0
48,97.0
20,41.0
28,62.0
43,127.0
46,133.0
24,49.0
22,52.0
26,57.0
49,128.0
27,61.0
24,56.0
28,74.0
31,61.0
32,69.0
91,214.5
47,94.0
